intent_nm,ans_cont
ZEM오류접수방법,"'ZEM 앱 오류 접수 방법'에 대해 안내해 드릴게요.
ZEM 앱 서비스 오류 시 앱 또는 메일을 통해 직접 문의할 수 있어요. 오류 접수하는 방법을 알려드릴게요.

▶ 위치/통제(자녀 앱 제어) 문의: ZEM 앱(자녀용) 실행 → 로그인 → 왼쪽 상단 '≡' → 고객센터 → 의견 보내기
▶ ZEM 앱 문의/오류: ZEM@sk.com으로 메일 접수"
원키퍼신청방법,"'원키퍼 신청 방법'에 대해 안내해 드릴게요.
원키퍼는 고객센터(114), 인포바인(02-718-7555/유료), 원키퍼 앱에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ 원키퍼 앱: 구글 Play 스토어/ONE store에서 '원키퍼' 앱 다운로드 → 앱 실행 → 바로 시작하기 → 인증하기 → 약관 동의 후 가입하기

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
스마트콜Pick,"'스마트콜Pick'에 대해 안내해 드릴게요.
스마트콜Pick은 월 2,900원(부가세 포함)으로 12개의 통화 부가서비스 중 최대 5개까지 선택하여 이용할 수 있는 패키지 서비스예요. 12개의 통화 부가서비스를 알려드릴게요.

- 콜키퍼(550원), 컬러링(990원), 통화가능통보플러스(770원), 안심문자(990원), T안심콜(2,200원), 개별통화수신거부(2,200원), T ARS(1,650원), 자동연결(990원), 친구찾기 앱정액제(1,650원), 착신전환일반(1,650원), T메모링(990원), T메모링 프리미엄(1,650원)

ㅇ 신청 방법이 궁금하다면 '스마트콜Pick 신청 방법'이라고 입력해 주세요."
레드커넥트,"'레드커넥트(Red Connect)'에 대해 안내해 드릴게요.
레드커넥트는 SK텔레콤과 대한적십자사가 함께 만든 스마트 헌혈 서비스예요. 통신사 관계없이 누구나 혈액 검사 결과와 헌혈 이후 내 혈액의 전달/이동 과정 확인, 헌혈 예약 등 다양한 기능을 이용할 수 있습니다.(데이터 통화료 별도 부과)

ㅇ 신청 방법이 궁금하다면 '레드커넥트 신청 방법'이라고 입력해 주세요."
유튜브프리미엄자동결제해지방법,"'유튜브 프리미엄 자동 결제 해지 방법'에 대해 안내해 드릴게요.
이용 중인 유튜브 프리미엄의 자동 결제를 원하지 않을 경우 유튜브 앱을 통해 해지가 필요해요. 휴대폰에서 해지할 수 있는 방법을 알려드릴게요.

▶ YouTube 앱: 앱 실행 → 로그인 → 오른쪽 상단 '계정명' → 구매 항목 및 멤버십 → Premium 선택 → 비활성화 → 그대로 취소"
스마트사인해지방법,"'스마트 사인 해지 방법'에 대해 안내해 드릴게요.
스마트 사인은 CV센터(구.지점)/PS&M지점/대리점, 고객센터(114), T월드, 스마트 사인 고객센터(1644-5128/유료) 또는 스마트 사인 홈페이지(smsign.co.kr/service/cancel.php)/앱에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '스마트 사인' 검색 → '스마트 사인' 선택 → 해지 → 인증하기 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '스마트 사인' 검색 → '스마트 사인' 선택 → 해지 → 인증하기

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
전국민무한85,"'전국민 무한 85 요금제'에 대해 안내해 드릴게요.
전국민 무한 85는 3G/LTE 휴대폰을 사용하는 고객님이 이용할 수 있는 요금제예요. 2019년 12월 6일(금)자로 신규가입이 중단되어 전국민 무한 85 요금제로 신청/변경은 할 수 없어요.

▶ 월정액: 93,500원(부가세 포함)
▶ 기본제공
- 데이터: 12GB+다 쓰면 일 2GB 추가 제공(2GB도 다 쓰면 최대 3Mbps 속도로 계속 사용)
- 통화: 집전화/이동전화 무제한, 영상/부가통화 300분
- 문자: 기본제공
▶ 추가혜택
- 마이스마트콜 무료(가입하면 자동 적용)
- FLO 음악 듣기 월 100회 무료(데이터 이용요금 별도)"
최근사용량확인방법,"'최근 사용량 확인 방법'에 대해 안내해 드릴게요.
고객님의 최근 데이터, 음성, 문자 사용량은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 확인할 수 있어요. 고객센터 연결 없이 직접 확인하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → my T → 나의 요금→ 사용 요금 내역 → 사용 패턴 → 월별 사용요금 정보(최근 3개월 기준 사용요금) 상세내역보기
▶ T월드 앱: 앱 실행 → 로그인 → 왼쪽 상단 '≡' → 나의 데이터/통화 → 하단 최근 사용량

채팅 상담사를 통해 바로 확인하고 싶다면 '추가 문의'라고 입력해 주세요."
원플러스컬러링신청방법,"'원플러스 컬러링 신청 방법'에 대해 안내해 드릴게요.
원플러스 컬러링은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 신청할 수 있어요. 이미 컬러링을 이용하고 있다면 해지 후 다시 가입해 주세요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '원플러스 컬러링' 검색 → 상품 → '원플러스 컬러링' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '원플러스 컬러링' 검색 → '원플러스 컬러링' 선택 → 가입

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
전국민무한요금제,"'전국민 무한 요금제'에 대해 안내해 드릴게요.
전국민 무한 요금제는 3G/LTE 휴대폰을 사용하는 고객님이 휴대폰 음성통화를 무제한으로 이용할 수 있는 요금제예요.(19.12.06. 신규가입 중단)

- 전국민 무한 69: 이동전화 무제한, 기본제공 데이터 5GB
- 전국민 무한 75: 이동전화 무제한, 기본제공 데이터 8GB
- 전국민 무한 85: 집전화/이동전화 무제한, 기본제공 데이터 12GB+일 2GB(다 쓰면 최대 3Mbps 속도로 계속 사용)
- 전국민 무한 100: 집전화/이동전화 무제한, 기본제공 데이터 16GB+일 2GB(다 쓰면 최대 3Mbps 속도로 계속 사용)

ㅇ 요금제와 관련해 더 자세한 내용이 궁금하다면 요금제명을 입력해 주세요."
원플러스컬러링설정방법,"'원플러스 컬러링 설정 방법'에 대해 안내해 드릴게요.
원플러스 컬러링은 T월드, ARS 등을 통해 매달 3회 장르를 변경할 수 있어요. 장르를 직접 변경하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → my T → 보관함 → 컬러링/벨소리 보관함 → 관리하기 → 오토컬러링 → 현재 장르 → 장르 변경
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '원플러스 컬러링' 검색 → '원플러스 컬러링' 선택 → 설정 → 하단 오토컬러링 → MY 오토컬러링 → 장르 변경
▶ ARS(유료): 010-5200-6000+통화 → 1"
퀵보이스신청방법,"'퀵보이스 신청 방법'에 대해 안내해 드릴게요.
퀵보이스는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '퀵보이스' 검색 → '퀵보이스' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '퀵보이스' 검색 → '퀵보이스' 선택 → 가입

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
레드커넥트신청방법,"'레드커넥트(Red Connect) 신청 방법'에 대해 안내해 드릴게요.
레드커넥트는 별도의 회원가입 없이 대한적십자사 회원 ID를 통해 앱 다운로드 후 이용할 수 있어요. 앱 설치 방법을 알려드릴게요.

▶ 레드커넥트 앱: 구글 Play 스토어/ONE store/App store에서 '레드커넥트' 앱 다운로드 → 앱 실행"
퀵보이스이용방법,"'퀵보이스 이용 방법'에 대해 안내해 드릴게요.
퀵보이스를 이용하면 통화 연결이 안 될 때 음성메시지를 녹음한 후 '*' 또는 '#'을 눌러 상대방에게 보낼 수 있어요. 최대 2분까지 녹음할 수 있고요. '*' 또는 '#'을 누르지 않고 전화를 끊을 경우 상대방의 소리샘에 음성메시지가 저장됩니다."
웹발신알림,"'웹(WEB)발신 알림'에 대해 안내해 드릴게요.
웹(WEB)발신 알림은 웹에서 문자메시지를 보내거나, 보내는 사람의 번호가 변경된 경우 받는 사람에게 알려주는 무료 서비스예요. 'Web발신' 또는 '회신변경'이라는 문구가 문자메시지 내용 앞에 표시되며, SK텔레콤에 신규가입할 때 자동으로 신청됩니다. "
원플러스컬러링해지방법,"'원플러스 컬러링 해지 방법'에 대해 안내해 드릴게요.
원플러스 컬러링은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '원플러스 컬러링' 검색 → '원플러스 컬러링' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '원플러스 컬러링' 검색 → '원플러스 컬러링' 선택 → 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
T전화녹음파일확인방법,"'T전화 녹음 파일 확인 방법'에 대해 안내해 드릴게요.
T전화 통화 녹음 파일은 T전화 앱 또는 스마트폰 파일관리자 앱을 통해 확인할 수 있어요. 확인할 수 있는 방법을 알려드릴게요.

▶ T전화 앱: 앱 실행 → T설정 → 통화 자동녹음 → 통화녹음 목록
▶ 스마트폰 파일관리자 앱: 내 파일(내부 저장소) → MUSIC → TPhoneCallRecords 폴더(LG단말은 TphoneCallRecords/my_sounds) "
퀵보이스해지방법,"'퀵보이스 해지 방법'에 대해 안내해 드릴게요.
퀵보이스는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '퀵보이스' 검색 → '퀵보이스' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '퀵보이스' 검색 → '퀵보이스' 선택 → 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
스마트콜Pick신청방법,"'스마트콜Pick 신청 방법'에 대해 안내해 드릴게요.
스마트콜Pick은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, T통화매니저 앱에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '스마트콜Pick' 검색 → '스마트콜Pick' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '스마트콜Pick' 검색 → '스마트콜Pick' 선택 → 가입"
전국민무한100,"'전국민 무한 100 요금제'에 대해 안내해 드릴게요.
전국민 무한 100은 3G/LTE 휴대폰을 사용하는 고객님이 이용할 수 있는 요금제예요. 2019년 12월 6일(금)자로 신규가입이 중단되어 전국민 무한 100 요금제로 변경은 할 수 없어요.

▶ 월 110,000원(부가세 포함)
▶ 기본제공
- 음성: 집전화/이동전화 무제한+영상/부가통화 300분
- 문자: 기본제공
- 데이터: 16GB 다 쓰면 매일 2GB(모두 사용 후 3Mbps 속도로 무제한)
▶ 추가혜택
- 멤버십 VIP 제공
- 마이스마트콜 무료(가입하면 자동 적용)
- FLO 음악 듣기 월 100회 무료(데이터 이용요금 별도)"
전국민무한75,"'전국민 무한 75 요금제'에 대해 안내해 드릴게요.
전국민 무한 75는 3G/LTE 휴대폰을 사용하는 고객님이 이용할 수 있는 요금제예요. 2019년 12월 6일(금)자로 신규가입이 중단되어 전국민 무한 75 요금제로 신청/변경은 할 수 없어요.

▶ 월 82,500원(부가세 포함)
▶ 기본제공
- 음성: 이동전화 무제한+집전화/영상/부가통화 300분
- 문자: 기본제공
- 데이터: 8GB
▶ 추가혜택
- FLO 음악 듣기 월 100회 무료(데이터 이용요금 별도)"
T안심콜해지방법,"'T안심콜 해지 방법'에 대해 안내해 드릴게요.
T안심콜은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, T통화매니저 앱에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'T안심콜' 검색 → 'T안심콜' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 'T안심콜' 검색 → 'T안심콜' 선택 → 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
T안심콜라이트해지방법,"'T안심콜 라이트 해지 방법'에 대해 안내해 드릴게요.
T안심콜 라이트는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, T통화매니저 앱에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'T안심콜 라이트' 검색 → 'T안심콜 라이트' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 'T안심콜 라이트' 검색 → 'T안심콜 라이트' 선택 → 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
콜키퍼플러스,"'콜키퍼 플러스'에 대해 안내해 드릴게요.
콜키퍼 플러스는 월 990원(부가세 포함)으로 콜키퍼와 통화가능통보 플러스를 할인된 가격에 이용할 수 있는 서비스예요.

ㅇ 신청 방법이 궁금하다면 '콜키퍼 플러스 신청 방법'이라고 입력해 주세요."
T안심콜신청방법,"'T안심콜 신청 방법'에 대해 안내해 드릴게요.
T안심콜은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, T통화매니저 앱에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'T안심콜' 검색 → 'T안심콜' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 'T안심콜' 검색 → 'T안심콜' 선택 → 가입

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
T안심콜라이트,"'T안심콜 라이트'에 대해 안내해 드릴게요.
T안심콜 라이트는 월 1,100원(부가세 포함)으로 고객님의 휴대폰 번호가 아닌 050 안심번호를 발급받아 문자나 전화를 안전하게 받을 수 있는 서비스예요. 050 안심번호는 1개 발급받을 수 있고요. 매달 1회 번호를 변경할 수 있어요.

ㅇ 신청 방법이 궁금하다면 'T안심콜 라이트 신청 방법'이라고 입력해 주세요."
T안심콜라이트신청방법,"'T안심콜 라이트 신청 방법'에 대해 안내해 드릴게요.
T안심콜 라이트는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, T통화매니저 앱에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'T안심콜 라이트' 검색 → 'T안심콜 라이트' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 'T안심콜 라이트' 검색 → 'T안심콜 라이트' 선택 → 가입

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
퍼펙트콜라이트,"'퍼펙트콜라이트'에 대해 안내해 드릴게요.
퍼펙트콜라이트는 월 880원(부가세 포함)으로 콜키퍼와 통화가능통보 서비스를 할인된 가격에 이용할 수 있는 서비스예요.

ㅇ 신청 방법이 궁금하다면 '퍼펙트콜라이트 신청 방법'이라고 입력해 주세요."
비밀번호통화서비스신청방법,"'비밀번호통화 신청 방법'에 대해 안내해 드릴게요.
비밀번호통화는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '비밀번호통화' 검색 → '비밀번호통화' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '비밀번호통화' 검색 → '비밀번호통화' 선택 → 가입"
콜키퍼플러스해지방법,"'퍼펙트콜라이트 해지 방법'에 대해 안내해 드릴게요.
퍼펙트콜라이트는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '퍼펙트콜라이트' 검색 → '퍼펙트콜라이트' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '퍼펙트콜라이트' 검색 → '퍼펙트콜라이트' 선택 → 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
FLO,"'FLO(플로)'에 대해 안내해 드릴게요.
FLO는 모바일, NUGU, PC에서 다양한 음악을 감상할 수 있는 서비스예요. 원하시는 FLO 상품을 선택해 주시면 자세하게 알려드릴게요.

- FLO 앤 데이터
- FLO 앤 데이터 플러스"
퍼펙트콜라이트신청방법,"'퍼펙트콜라이트 신청 방법'에 대해 안내해 드릴게요.
퍼펙트콜라이트는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '퍼펙트콜라이트' 검색 → '퍼펙트콜라이트' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '퍼펙트콜라이트' 검색 → '퍼펙트콜라이트' 선택 → 가입

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
퍼펙트콜라이트해지방법,"'퍼펙트콜라이트 해지 방법'에 대해 안내해 드릴게요.
퍼펙트콜라이트는 지점/대리점, 고객센터, T월드에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '퍼펙트콜라이트' 검색 → '퍼펙트콜라이트' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '퍼펙트콜라이트' 검색 → '퍼펙트콜라이트' 선택 → 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
비밀번호통화서비스,"'비밀번호통화'에 대해 안내해 드릴게요.
비밀번호통화는 전화를 걸 때마다 비밀번호를 입력하여 다른 사람의 사용을 막는 무료 서비스예요.

ㅇ 신청 방법이 궁금하다면 '비밀번호통화 신청 방법'이라고 입력해 주세요."
비밀번호통화서비스이용방법,"'비밀번호통화 이용 방법'에 대해 안내해 드릴게요.
비밀번호통화 서비스의 초기 비밀번호는 휴대폰 번호 뒤 4자리로 설정돼요. 발신 제한은 전체 전화와 국제전화에 각각 설정 후 이용할 수 있습니다. 비밀번호통화 이용 방법을 알려드릴게요.

▶ 전체 전화 발신 제한: *61+통화 → 비밀번호
▶ 국제전화 발신 제한: *62+통화 → 비밀번호
▶ 발신 제한 해제: *63+통화 → 비밀번호
▶ 비밀번호 변경: *65+통화 → 이전 비밀번호 → 새 비밀번호"
콜키퍼플러스신청방법,"'콜키퍼 플러스 신청 방법'에 대해 안내해 드릴게요.
콜키퍼 플러스는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '콜키퍼 플러스' 검색 → '콜키퍼플러스' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '콜키퍼 플러스' 검색 → '콜키퍼 플러스' 선택 → 가입

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
콜미프리서비스신청방법,"'콜미프리 신청 방법'에 대해 안내해 드릴게요.
콜미프리는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드 홈페이지에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '콜미프리' 검색 → '콜미프리' 선택 → 가입 → 멤버등록 → 휴대폰 번호 입력 및 유효기간 선택 → 등록

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
SKT5GX,"'SKT 5GX'에 대해 안내해 드릴게요.
5G 전용 단말기로 LTE보다 빠른 속도(최대 2.7Gbps)로 HD 영화 다운로드 및 대용량 게임도 끊김 없이 이용할 수 있습니다. 세계 최고 수준의 양자암호 기술로 해킹이나 개인 정보 유출 걱정 없이 가장 안전한 5G를 경험해 보세요."
콜미프리서비스해지방법,"'콜미프리 해지 방법'에 대해 안내해 드릴게요.
콜미프리는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드 홈페이지에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '콜미프리' 검색 → '콜미프리' 선택 → 해지 → 멤버삭제

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
콜미프리서비스,"'콜미프리'에 대해 안내해 드릴게요.
콜미프리는 수신자가 미리 등록한 발신번호(최대 10개 등록 가능)에서 전화가 오면 통화요금을 수신자가 부담하는 무료 서비스예요. 요금은 수신자가 이용 중인 요금제의 1초당 통화요금이 그대로 부과되고요. 발신 번호별로 서비스 유효 기간도 설정할 수 있어요.

ㅇ 신청 방법이 궁금하다면 '콜미프리 신청 방법'이라고 입력해 주세요."
자동안심T로밍,"'자동안심 T로밍'에 대해 안내해 드릴게요.
자동안심 T로밍은 SK텔레콤 고객님께서 로밍 중에 음성통화와 데이터 이용 시 요금이 과다하게 발생되지 않도록 제어해주는 서비스예요.
자동안심 T로밍 음성이 궁금하시면 '자동안심 T로밍 음성', 데이터가 궁금하시면 '자동안심 T로밍 데이터'라고 입력해 주세요."
로밍폰임대옵션변경,"'로밍폰 임대 옵션 변경 방법'에 대해 안내해 드릴게요.
ㅇ T월드 홈페이지: www.tworld.co.kr → 로밍 → baro Box/폰 임대 → 예약 조회/취소 → 본인 인증 하기 → 수정
ㅇ T로밍 고객센터: 02-6343-9000(24시간 운영, SK텔레콤 휴대폰에서 무료)
※출국 2일 전까지 변경 가능

채팅 상담사와 상담을 원하시면 '로밍 추가 문의'라고 입력해 주세요."
로밍통화내역열람,"'로밍 통화내역 열람'에 대해 안내해 드릴게요.
로밍 통화내역 열람은 CV센터(구.지점), T월드 홈페이지, T로밍 고객센터 02-6343-9000(SK텔레콤 휴대폰에서 무료)에서 가능해요. 고객센터 연결 없이 확인할 수 있는 방법을 알려드릴게요. 
ㅇ T월드 홈페이지: www.tworld.co.kr → my T → 통화내역 → 본인 인증  → 글로벌 로밍 통화내역

※온라인 T world 통화내역 조회 열람 신청서(이용요금 확인용)를 제출한 인증 회원에 한해 가능
※당월 포함 13개월 조회 가능(월 단위, 당일 제외)"
휴대폰렌탈,"'휴대폰 렌탈'에 대해 안내해 드릴게요.
휴대폰 렌탈은 한국을 방문하는 외국인 및 해외 교포를 위해 휴대폰을 빌려드리는 서비스예요.
휴대폰 렌탈 이용 요금이 궁금하다면 '휴대폰 렌탈 이용 요금', 예약 방법이 궁금하다면 '휴대폰 렌탈 예약 방법'이라고 입력해 주세요.

▶ '휴대폰 렌탈' 자세히 보기: http://naver.me/5XkdGW0V (링크에 접속하면 데이터 차감됨)"
휴대폰렌탈이용요금,"'휴대폰 렌탈 이용 요금'에 대해 안내해 드릴게요.
o 임대료: 1일 4,400원
o 이용 요금
- 음성통화: 11원/초
- 영상통화: 16.5원/초
- 국제통화: 국제전화요금+11원/초
- 데이터: 일 1GB 제공(다 쓰면 5Mbps 속도로 계속 사용)
- 문자: SMS 110원/건, 사진 MMS 1,100원/건, 동영상 MMS 2,420원/건

※ 부가세 포함
※ 영상통화, 데이터는 스마트폰에서만 이용 가능

휴대폰 렌탈 예약 방법이 궁금하다면 '휴대폰 렌탈 예약 방법'이라고 입력해 주세요.

▶ '휴대폰 렌탈 임대료' 자세히 보기: http://naver.me/5XkdGW0V (링크에 접속하면 데이터 차감됨)"
휴대폰렌탈예약방법,"'휴대폰 렌탈 예약 방법'에 대해 안내해 드릴게요.
ㅇ T로밍 홈페이지: www.skroaming.com → 렌탈 예약 → 온라인 예약 → 휴대폰 렌탈

※수량이 한정되어 있으므로 예약 후 이용 권장(도착 3일 전까지 예약 가능)"
PASS주식정보해지방법,"'T주식정보 해지 방법'에 대해 안내해 드릴게요.
T주식정보는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, PASS 홈페이지(sktpass.com/pass/tm/tstock)/앱에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'PASS 주식정보' 검색 → 'PASS 주식정보' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 'PASS 주식정보' 검색 → 'PASS 주식정보' 선택 → 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
USIM카드교품방법,"'USIM 카드 교품 방법'에 대해 안내해 드릴게요.
USIM 카드가 불량일 경우 개통 후 1년 이내에 무상으로 교품 받을 수 있어요. 명의자 본인의 신분증과 업무처리할 휴대폰, 불량 USIM 카드를 지참하여 USIM 카드를 구매했던 대리점 또는 CV센터(구.지점)/PS&M지점에서 교품이 가능합니다.

※ 반품/환불은 개통일 포함 15일 이내 구매 영업장에서 가능(단, PS&M지점은 고객센터를 통해 환불 진행)"
지켜줘서고마워현역플랜포인트조회방법,"'지켜줘서 고마워_현역플랜 포인트 조회 방법'에 대해 안내해 드릴게요.
지켜줘서 고마워_현역플랜 포인트는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드 홈페이지에서 조회할 수 있어요. 고객센터 연결 없이 직접 포인트 조회하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → my T → 나의 가입정보 → 나의 포인트

채팅 상담사를 통해 바로 확인하고 싶다면 '추가 문의'라고 입력해 주세요."
주식투자노트해지방법,"'주식투자노트 해지 방법'에 대해 안내해 드릴게요.
주식투자노트는 CV센터(구.지점)/PS&M지점/대리점, 고객센터(114), 민앤지 고객센터(1599-7416/유료), 주식투자노트 홈페이지(stockn.kr)에서 해지할 수 있어요.

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'라고 입력해 주세요."
주식서비스,"'주식 서비스'에 대해 안내해 드릴게요.
T주식정보와 주식투자노트는 월 11,000원(부가세 포함)으로 주식 관련 정보를 제공받는 서비스예요."
마이스마트콜2,"'마이스마트콜II'에 대해 안내해 드릴게요.
마이스마트콜II는 월 3,300원(부가세 포함)으로 7가지 부가서비스를 할인된 가격에 이용할 수 있는 서비스예요. 부가서비스는 콜키퍼/통화가능통보 플러스/착신전환 일반/컬러링/T안심콜 라이트/개별통화수신거부/안심문자로 구성되어 있어요."
SMS수신거부신청방법,"'SMS 수신거부 신청 방법'에 대해 안내해 드릴게요.
SMS 수신거부 신청은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, ARS 1504에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ ARS: 1504 + 통화 → 1. 광고 정보 수신 및 미동의 → 2. 미동의"
