query,n_rank1,n_rank2,n_rank3
좀전에 세이프케시가 가입되었는데 바로 해지 부탁드립니다,"('세이프캐시 해지 방법', 0.684)","('PASS 세이프가드 해지 방법', 0.592)","('세이프캐시', 0.466)"
과거 청구 내역 확인,"('요금 수납 내역 확인 방법', 0.451)","('실시간 요금 상세 내역', 0.428)",
요금안내 문자설정,"('문자매니저', 0.532)","('Tworld 문자 보내기 이용 방법', 0.513)","('문자메시지 서비스', 0.509)"
요금내역 궁금합니다,"('요금제문의', 0.675)","('실시간 요금 상세 내역', 0.633)","('요금 수납 내역 확인 방법', 0.531)"
9월 요금안내서,"('요금안내서 변경 방법', 0.525)","('요금안내서 재발행 방법', 0.474)",
미납요금은몇일에빠지나요,"('요금 납부일 확인 방법', 0.539)","('가산금', 0.502)","('미납 이용정지', 0.498)"
10월분 미납요금은 얼마입니까?,"('SKT 미납센터 연락처', 0.497)","('요금 납부일 확인 방법', 0.495)","('가산금', 0.488)"
자녀의 선택약정할인제도 가입,,,
미납요금 때문에 문자합니다,"('SKT 미납센터 연락처', 0.723)","('미납 이용정지', 0.585)","('가산금', 0.478)"
오늘 납부 가능해요,"('요금 납부일 확인 방법', 0.623)","('요금 납부일 변경 방법', 0.599)","('단말기 할부금 중도 납부 방법', 0.572)"
부가사용액에 대한 내역은?,"('부가 사용 금액', 0.851)","('부가서비스 가입내역 확인 방법', 0.553)","('요금 수납 내역 확인 방법', 0.503)"
부가이용료 내용이 뭘까요?,"('부가 사용 금액', 0.782)","('부가통화', 0.53)","('부가서비스 가입내역 확인 방법', 0.497)"
로밍이요,"('가족 로밍', 0.678)","('미성년자 로밍', 0.598)","('T로밍 고객센터', 0.471)"
상담원과   대화를  할께요,"('전화 상담사 연결', 0.856)","('SK텔레콤 고객센터 운영 시간', 0.581)","('채팅플러스', 0.433)"
31일 전 납부가능,"('요금 납부일 변경 방법', 0.713)","('요금 납부일 확인 방법', 0.685)","('단말기 할부금 중도 납부 방법', 0.513)"
25%할인,"('SK텔레콤 할인 혜택', 0.578)",,
브이 컬러링이 모야? 궁금행^^,"('V 컬러링', 0.893)","('V 컬러링 오류 조치 방법', 0.572)","('V 컬러링 프로모션', 0.557)"
구글 들어가는 법 알려줘,"('구글 Play 스토어 고객센터', 0.722)","('SK텔레콤 유튜브', 0.47)","('NUGU 서비스 어학사전 이용방법', 0.417)"
전에 아이폰을 사용했다가 폰을 바꿨어요,"('아이폰 기기 변경 상담', 0.748)","('휴대폰 기기변경 방법', 0.638)","('아이폰 관련', 0.563)"
소리샘비밀번호알수있을까요,"('소리샘 서비스 비밀번호', 0.738)","('소리샘 서비스', 0.508)","('소리샘 서비스 청취 방법', 0.489)"
장기 가입 쿠폰은 무슨 쿠폰이야?,"('장기가입고객 할인제도', 0.754)","('장기일시정지', 0.53)","('장기 미사용 휴대폰 결제 차단', 0.466)"
약정 할인 되나요?,"('요금약정 할인제도', 0.651)","('SK텔레콤 할인 혜택', 0.497)","('선택약정 할인제도 가입 조건', 0.474)"
휴대폰 결제 청구할인,"('SK텔레콤 할인 혜택', 0.468)","('ZEM플러스웅진스마트올 혜택', 0.42)",
상담원과 직접통화를 원합니다,"('전화 상담사 연결', 0.888)","('SK텔레콤 고객센터 운영 시간', 0.538)","('가입상담 예약 방법', 0.403)"
재약정 하려고 합니다,"('요금약정 할인제도', 0.585)","('선택약정 할인제도 재가입 조건', 0.53)","('선택약정 할인제도 약정 기간 변경', 0.445)"
데이터로밍무조건차단후 baro통화,"('데이터 로밍 무조건 허용', 0.647)","('데이터 로밍 차단 시 통화 문자 이용', 0.591)","('데이터 로밍 차단 시 Wi-Fi 이용', 0.442)"
t전화 알림 모드,"('휴대폰 긴급전화 표시 조치 방법', 0.507)","('T전화 모드 유지', 0.48)","('T전화 작은 수신화면 모드', 0.479)"
베이비,"('미성년자 관련', 0.678)","('가족 관련', 0.437)","('휴대폰 관련', 0.432)"
문자전송이안됨니다,"('휴대폰 문자 수발신 실패 조치 방법', 0.763)","('휴대폰 MMS 수발신 실패 조치 방법', 0.503)","('고장 실패 관련', 0.47)"
선택약정 가입 방법은,"('선택약정 할인제도 가입 조건', 0.587)","('요금약정 할인제도', 0.58)","('무약정플랜 신청 방법', 0.483)"
미납요금은매월21일까지처리할테니~그리알아두세요,"('SKT 미납센터 연락처', 0.573)","('미납 이용정지', 0.562)","('가산금', 0.542)"
콘텐츠 이용료 상세표시,"('콘텐츠 이용료 구매내역 확인 방법', 0.584)","('Wavve 콘텐츠 팩', 0.474)","('휴대폰 결제 대행사 연락처', 0.459)"
할부개월수,"('단말기 할부', 0.836)","('단말기 잔여 할부 조회 방법', 0.697)","('단말기 할부금 중도 납부 방법', 0.512)"
납부가 12일에 가능해요,"('요금 납부일 변경 방법', 0.601)","('요금 납부일 확인 방법', 0.588)","('단말기 할부금 중도 납부 방법', 0.523)"
상담을 원해,"('채티 서비스', 0.666)","('전화 상담사 연결', 0.642)","('미성년자 관련', 0.477)"
미납상담사,"('SKT 미납센터 연락처', 0.828)","('미납 이용정지', 0.603)","('SKT 해지 미납센터 연락처', 0.476)"
데이터 쿠폰을 주셩,"('T데이터 쿠폰 구매 방법', 0.665)","('데이터 문의 관련', 0.66)","('데이터 리필하기 쿠폰 제공', 0.577)"
미납요금 납부햇는데 미납해지좀해주세요,"('미납 직권해지', 0.572)","('미납 이용정지', 0.505)","('과납', 0.504)"
요금이발생하니?이거?,"('요금제문의', 0.64)","('부가 사용 금액', 0.482)","('가입비', 0.479)"
3655  8401 미납요금,"('SKT 미납센터 연락처', 0.443)","('미납 이용정지', 0.411)",
미납요금 납부 가능일 문의 13일,"('요금 납부일 확인 방법', 0.675)","('요금 납부일 변경 방법', 0.616)","('SKT 미납센터 연락처', 0.439)"
특정번호만 발신연결안되는건 왜일까요?,"('휴대폰 특정 번호 전화 발신 불가 조치 방법', 0.624)","('개별통화수신거부', 0.457)","('발신번호 관련', 0.418)"
반납했는데 미납했다고 옴,"('반납 관련', 0.692)","('임대 로밍 반납 방법', 0.556)","('과납', 0.489)"
16일에 청구서를 제출할 수 있어요,"('요금안내서 재발행 방법', 0.575)","('요금안내서 변경 방법', 0.55)","('요금 납부일 변경 방법', 0.513)"
수급권자 할인요금청구요,"('기초생활수급자 복지할인 제도', 0.58)","('복지할인 제도', 0.487)","('65세 이상 기초연금 수급자 복지할인제도 신청 방법', 0.474)"
단말기 일시납,"('단말기 할부금 중도 납부 방법', 0.703)","('단말기 할부', 0.486)",
16441813 번호 문자수신이 안돼요,"('휴대폰 문자 수발신 실패 조치 방법', 0.475)","('휴대폰 특정 번호 문자 수신 실패 조치 방법', 0.448)",
단말기값 없는데도 그렇게 마니 나오나요?,"('요금제문의', 0.538)","('부가 사용 금액', 0.505)","('단말기 할부', 0.479)"
미납상담원,"('SKT 미납센터 연락처', 0.83)","('미납 이용정지', 0.584)","('SKT 해지 미납센터 연락처', 0.454)"
미납요금 날짜를 정하고싶어,"('요금 납부일 확인 방법', 0.652)","('요금 납부일 변경 방법', 0.602)","('SKT 미납센터 연락처', 0.532)"
요금 나오는날. 한번만 보내주세요. 어디뭐. 빛쟁이도 아니고,"('요금 납부일 변경 방법', 0.487)","('요금안내서 발행유형 자동 변경 해제 방법', 0.451)","('요금안내서 재발행 방법', 0.451)"
데이터가 잘 안 되는지 통화가 안 와요,"('통화품질 관련', 0.674)","('휴대폰 데이터 접속 불가 조치 방법', 0.554)","('휴대폰 데이터 속도 저하 조치 방법', 0.48)"
콘테츠 이용관련,"('콘텐츠 이용료 가능 대상', 0.497)","('콘텐츠 이용료 구매내역 확인 방법', 0.434)","('데이터 스테이션', 0.415)"
쿠폰사용,"('데이터 리필하기 쿠폰 유효기간', 0.419)",,
15일납부가능요,"('요금 납부일 변경 방법', 0.631)","('요금 납부일 확인 방법', 0.507)","('단말기 할부금 중도 납부 방법', 0.467)"
납입 25일,"('요금 납부일 확인 방법', 0.599)","('요금 납부일 변경 방법', 0.521)","('단말기 할부금 중도 납부 방법', 0.513)"
미납요금 납부 예정일 등록,"('요금 납부일 확인 방법', 0.637)","('요금 납부일 변경 방법', 0.607)","('SKT 미납센터 연락처', 0.511)"
선택약정할인 요청 드립니다,"('요금약정 할인제도', 0.586)","('선택약정 할인제도 가입 조건', 0.559)","('선택약정 할인제도 해지 방법', 0.498)"
9월분 카드납부,"('통신과금 선결제 이용 방법', 0.489)","('결제 관련', 0.474)","('OK캐쉬백 납부', 0.414)"
11월25일 납부가능합니다,"('요금 납부일 확인 방법', 0.541)","('단말기 할부금 중도 납부 방법', 0.517)","('요금 납부일 변경 방법', 0.489)"
해외에서 다른 사람한테 전화하려면 어떻게 해야돼??,"('로밍 중 전화 발신 방법', 0.712)","('T map 가이드 전화 발신 방법', 0.401)",
당월청구요금과 실시간이용요금으로 구분되어 있는데요,"('실시간 요금 상세 내역', 0.522)","('요금제문의', 0.421)",
인터넷 속도가 느려서 확인해보려구요,"('속도 관련', 0.684)","('유선 인터넷 속도 저하 조치 방법', 0.615)","('유선 인터넷 품질 측정', 0.54)"
통화중 수신번호 표시,"('통화중대기 서비스', 0.749)","('통화중대기 서비스 신청 방법', 0.564)","('콜키퍼', 0.524)"
재약정 하고싶어요,"('요금약정 할인제도', 0.572)","('선택약정 할인제도 재가입 조건', 0.542)","('선택약정 할인제도 약정 기간 변경', 0.429)"
직접  상담해주세요  내용이  길으니까요.,"('전화 상담사 연결', 0.553)","('채티 서비스', 0.518)","('추가 관련', 0.41)"
단말기 교체,"('휴대폰 기기변경 방법', 0.81)","('휴대폰 관련', 0.619)","('5G 기기 변경 방법', 0.608)"
정확한 정지 날짜,"('정지 관련', 0.673)","('일시정지', 0.582)","('요금 납부일 확인 방법', 0.522)"
응 알겠어 미납 문의 할게!,"('SKT 미납센터 연락처', 0.788)","('과납', 0.639)","('미납 이용정지', 0.635)"
11월 30일에 입금,"('요금 납부일 확인 방법', 0.611)","('요금 납부일 변경 방법', 0.515)","('단말기 할부금 중도 납부 방법', 0.494)"
문자발송한도,"('일 500건 SMS 발송량 제한', 0.733)","('문자메시지 서비스', 0.463)","('메시지 관련', 0.436)"
연락처가 전부 삭제되서  다시 받을수있는방법이 있을까요?,"('제조사 AS 센터 연락처', 0.474)",,
내정보지키이 해지할려고요,"('내정보지키미 해지 방법', 0.889)","('내정보지키미', 0.459)",
국제전화 설정은 어떻게 하나요?,"('로밍 중 전화 발신 방법', 0.542)","('T전화 baro 이용 방법', 0.535)","('국제전화 사업자 선택', 0.516)"
청구요금 궁금해요,"('실시간 요금 상세 내역', 0.616)","('요금 납부일 확인 방법', 0.495)","('요금제문의', 0.486)"
법인폰사용자등록,"('법인 위임대리인', 0.438)","('법인 고객센터', 0.438)",
현지시간이 적용안됨,"('속도 관련', 0.484)","('SK텔레콤 고객센터 운영 시간', 0.46)","('고장 실패 관련', 0.443)"
미납 납븐 확인요,"('과납', 0.567)","('SKT 미납센터 연락처', 0.528)","('미납 이용정지', 0.488)"
컨텐츠 이용료가나왔는데요,"('콘텐츠 이용료 구매내역 확인 방법', 0.503)","('콘텐츠 이용료 가능 대상', 0.5)","('애플 콘텐츠 이용료', 0.479)"
이전번호로 문자간 내용 알 수 있나요?,"('SMS MMS 발신자번호 확인', 0.478)","('등기문자', 0.421)",
미성년 자녀 휴대폰 일시 중지,"('일시정지', 0.672)","('미성년자 법정대리인 정지', 0.555)","('정지 관련', 0.534)"
계좌를 알려주세요,"('자동납부번호 확인 방법', 0.511)",,
문자 이용서비스 현재 가능,"('Tworld 문자 보내기 이용 방법', 0.586)","('메시지 관련', 0.577)","('휴대폰 문자 수발신 실패 조치 방법', 0.513)"
e유심,"('eSIM', 0.662)","('스마트안심쇼핑', 0.428)","('빌레터 통신비안심', 0.42)"
미납이랑 이버달 요금요,"('과납', 0.568)","('SKT 미납센터 연락처', 0.528)","('가산금', 0.501)"
11월10일납부가능합니다,"('요금 납부일 변경 방법', 0.56)","('요금 납부일 확인 방법', 0.549)","('단말기 할부금 중도 납부 방법', 0.421)"
t전화를 설정했는데 통화음질이 안좋아진것 같아요,"('T전화 설정 방법', 0.646)","('T전화 모드 유지', 0.559)","('T전화 이용 방법', 0.543)"
혹시 실수로 지운 연락처 복원할방법이 있을까요,"('T전화채티대화이력삭제', 0.53)","('T전화 최근기록 보기 설정', 0.512)","('제조사 AS 센터 연락처', 0.496)"
가능한  계좌번호 주세요.,,,
데이터 다 쓰면 더 못 써?,"('데이터 추가 사용 방법', 0.844)","('데이터 문의 관련', 0.656)","('추가 관련', 0.511)"
포인트를납부했는데 청구월이 없어,"('T멤버십 포인트 유효기간', 0.489)","('요금 납부일 확인 방법', 0.484)",
sk텔레콤이란,"('SKT 5GX', 0.483)","('SK텔레콤 할인 혜택', 0.478)","('채티 서비스', 0.458)"
제주 렌트카 난 그냥 당신 인생 첫 번째 앨범,"('제주도 프리', 0.527)",,
누구앱이 뭐야?,"('NUGU 서비스', 0.673)","('NUGU 서비스 앱 디바이스 연결 실패 조치 방법', 0.49)","('NUGU 서비스 이용 대상', 0.463)"
전화가 통화중 자주 끊겨 불편함이 심해  중계시설이 필요함.  안되면 다른 통신사로 옮겨야 겠음,"('휴대폰 중계기 설치', 0.657)","('중계기 설치 후 휴대폰 사용 불가 조치 방법', 0.542)",
이거 로밍 브로에서 사용 가능 한가요?,"('T전화 baro 이용 방법', 0.502)","('T전화 baro', 0.429)",
요금을 다 낸거 갚은데. 자꾸 미납이라고 하니,"('과납', 0.59)","('단말기 할부금 중도 납부 방법', 0.532)","('해지 미환급금 조회 방법', 0.503)"
자동 데이터 선물은 어떻게 해?,"('가족 간 데이터 자동 선물하기', 0.827)","('가족 간 데이터 자동 선물 발송 시점', 0.675)","('T끼리 데이터 선물하기 알림', 0.482)"
미납금 분할로가능할지요?,"('요금 부분 납부 방법', 0.635)","('단말기 할부금 중도 납부 방법', 0.603)","('과납', 0.542)"
flo 요금제 할인 결제,"('FLO 프로모션 혜택', 0.533)","('NUGU 서비스 FLO 이용권 구매 방법', 0.524)","('FLO 이용 방법', 0.493)"
통회중 걸려오는 전화 확인하는 서비스 가입,"('통화중대기 서비스 신청 방법', 0.5)","('콜키퍼 신청 방법', 0.443)",
선택약정 가입하고 싶습니다.,"('선택약정 할인제도 가입 조건', 0.587)","('요금약정 할인제도', 0.52)","('선택약정 할인제도 해지 방법', 0.442)"
sk   브로드밴드는   어디다  연락해야  하나요?,"('SK브로드밴드 고객센터', 0.728)","('타 통신사 고객센터', 0.534)","('T플러스B인터넷', 0.409)"
다른 날짜로 납부 가능할까요,"('요금 납부일 변경 방법', 0.783)","('요금 납부일 확인 방법', 0.616)","('요금 부분 납부 방법', 0.542)"
납부이용계좌,"('요금 수납 내역 확인 방법', 0.58)","('자동납부번호 확인 방법', 0.532)","('수납이력서 재발행 방법', 0.462)"
11월6일 납부한 금액은?,"('요금 수납 내역 확인 방법', 0.698)","('요금 납부일 확인 방법', 0.569)","('콘텐츠 이용료 구매내역 확인 방법', 0.437)"
소액결제는 가능한가요,"('결제 관련', 0.715)","('휴대폰결제 이용동의 신청 방법', 0.629)","('휴대폰 결제 이용가능 대상', 0.606)"
요금 할인되다고 해어요,"('SK텔레콤 할인 혜택', 0.802)","('ZEM플러스웅진스마트올 혜택', 0.556)","('진행 중 이벤트', 0.49)"
선택약정 할인받을려고 합니다,"('선택약정 할인제도 가입 조건', 0.626)","('요금약정 할인제도', 0.538)","('선택약정 할인 중복 가입 가능 상품', 0.49)"
부과서비스 이용되고있던데,"('과납', 0.511)","('요금 수납 내역 확인 방법', 0.509)","('가산금', 0.449)"
출국하기 하루전에 신청해도 되나요?,"('로밍 일시 허용', 0.492)","('T로밍 카드 등록 방법', 0.433)",
현재 대만 출장 중 입니다,"('가족 로밍', 0.47)","('미성년자 로밍', 0.429)",
갤럭시 파손50,"('파손3 i파손50', 0.451)","('휴대폰 관련', 0.445)","('제조사 AS 센터 연락처', 0.441)"
대기 부가서비스,"('통화중대기 서비스', 0.662)","('통화중대기 서비스 신청 방법', 0.499)","('T_통화중대기', 0.449)"
미납요금등록,"('SKT 미납센터 연락처', 0.76)","('미납 이용정지', 0.734)","('가산금', 0.582)"
요금이 왜많이나왓나요?,"('요금제문의', 0.62)","('데이터통화료 상한제도', 0.524)","('추가 관련', 0.494)"
데이터자동선물받기,"('가족 간 데이터 자동 선물하기', 0.668)","('가족 간 데이터 자동 선물 발송 시점', 0.523)","('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.47)"
통화중 음원은 왜 해지 되었는지요?,"('통화중대기 서비스 해지 방법', 0.556)","('휴대폰 통화 끊김 조치 방법', 0.48)","('T전화 탈퇴 및 서비스 미사용', 0.418)"
저번달 요금 냈잖아요,"('요금 수납 내역 확인 방법', 0.603)","('과납', 0.489)","('요금 납부일 확인 방법', 0.445)"
T올케어 해지신청,"('단말보험 해지 방법', 0.792)","('T 아이폰케어 해지 방법', 0.63)","('마인드케어 해지 방법', 0.523)"
요금이 많이 나왔나요,"('실시간 요금 상세 내역', 0.611)","('요금제문의', 0.437)","('요금 수납 내역 확인 방법', 0.425)"
부가사용액은 무엇이죠,"('부가 사용 금액', 0.896)","('부가통화', 0.513)","('부가서비스 가입내역 확인 방법', 0.44)"
해지부탁합니다,"('이동전화 해지 방법', 0.843)","('철회', 0.628)","('퀵보이스 해지 방법', 0.564)"
25일까지 미납요금 납부가능할까요?,"('과납', 0.532)","('SKT 미납센터 연락처', 0.509)","('요금 납부일 확인 방법', 0.484)"
11월15일 납부가능,"('요금 납부일 확인 방법', 0.544)","('요금 납부일 변경 방법', 0.536)","('단말기 할부금 중도 납부 방법', 0.521)"
10월 미납요금  완납 했는데요 확인요?,"('요금 수납 내역 확인 방법', 0.625)","('수납이력서 재발행 방법', 0.422)","('과납', 0.418)"
자녀조회 해제,,,
휴대폰 접속 지연,"('휴대폰 데이터 속도 저하 조치 방법', 0.787)","('휴대폰 데이터 접속 불가 조치 방법', 0.645)","('휴대폰 5G 데이터 접속 불가 조치 방법', 0.585)"
자동로밍시 baro  사몽,"('T전화 baro', 0.516)","('T전화 baro 이용 방법', 0.407)",
55세,"('5G 시니어 요금제', 0.476)","('다이렉트5G 55', 0.456)","('5G시니어 A형', 0.427)"
문자로 받고싶어요,"('메시지 관련', 0.715)","('MMS', 0.59)","('문자메시지 서비스', 0.546)"
문자는 왜 전환 안되나요,"('휴대폰 문자 수발신 실패 조치 방법', 0.509)","('Tworld 문자 보내기 이용 방법', 0.427)",
55년 생 입니다 요금을 전에는 만 얼마냈는데  좀 싼거 없나요,"('다이렉트5G 55', 0.451)",,
실시간 이용요금은 뭐죠?,"('실시간 요금 상세 내역', 0.791)","('요금제문의', 0.446)","('최근 사용량 확인 방법', 0.428)"
V컬러링 상담입니다,"('V 컬러링', 0.952)","('V 컬러링 오류 조치 방법', 0.588)","('V 컬러링 이용 방법', 0.552)"
해제방법은?,"('차단해제 관련', 0.667)","('이동전화 해지 방법', 0.611)","('정지 해제 관련', 0.593)"
11월 10일 송금했어요,"('요금 수납 내역 확인 방법', 0.405)",,
3일 로밍,"('로밍 일시 허용', 0.499)","('baro 3GB', 0.48)","('T로밍 Biz 요금제', 0.469)"
누구 설정 취소,"('NUGU 서비스 탈퇴 방법', 0.615)","('T전화 NUGU 계정 해제 방법', 0.607)","('NUGU 서비스 업데이트 실패 조치 방법', 0.529)"
특정번호 발신연결안됨,"('휴대폰 특정 번호 전화 발신 불가 조치 방법', 0.69)","('개별통화수신거부', 0.433)","('휴대폰 특정 번호 문자 수신 실패 조치 방법', 0.426)"
barao 요금제 데이터 용량 변경,"('baro Box 옵션 변경', 0.632)","('baro 충전 요금제', 0.49)","('로밍폰 임대 옵션 변경', 0.485)"
요금 25일까지 납부가능할까요,"('요금 납부일 확인 방법', 0.653)","('요금 납부일 변경 방법', 0.589)","('단말기 할부금 중도 납부 방법', 0.499)"
음성 비밀번호를 잃어버렸어요,"('소리샘 서비스 비밀번호', 0.73)","('소리샘 서비스 청취 방법', 0.431)","('음성 관련', 0.416)"
영화 무료아닌가요?,"('T멤버십 VIP Pick 영화 예매 방법', 0.625)",,
누구 서비스는 어떻게 사용해?,"('B tv NUGU 이용 방법', 0.631)","('NUGU 서비스 어학사전 이용방법', 0.603)","('NUGU 서비스 오디오북 이용 방법', 0.588)"
국제전화 요금,"('국제전화 청구 주기', 0.691)","('로밍 통화 요금', 0.632)","('로밍 중 국제전화카드 사용', 0.607)"
분실파손 자기부담금,"('분실파손 150', 0.582)","('분실파손보험', 0.57)","('분실파손 200', 0.438)"
티전화 바로는 sk7모바일도 해당되나요?,"('T전화 baro', 0.702)","('T전화 baro 이용 방법', 0.625)","('T전화', 0.447)"
상담산님 감사합니다,"('채티 서비스', 0.483)","('퀵보이스', 0.435)","('T map 문의 방법', 0.405)"
20일 까지 납구할께요.,"('요금 납부일 변경 방법', 0.465)","('요금 납부일 확인 방법', 0.446)","('단말기 할부금 중도 납부 방법', 0.404)"
해지하려고하는데폰으로도가능한가요,"('이동전화 해지 방법', 0.889)","('철회', 0.554)","('예상 해지 금액', 0.522)"
녹음설정,"('T전화 통화 녹음 기능', 0.795)","('T전화 녹음 파일 확인 방법', 0.514)","('제조사 AS 센터 연락처', 0.513)"
NFC앱이 지원 안된다고,"('휴대폰 T Wi-Fi Zone 이용 불가 조치 방법', 0.476)",,
연락처 다운로드,"('제조사 AS 센터 연락처', 0.52)","('전화 상담사 연결', 0.453)","('휴대폰 결제 대행사 연락처', 0.412)"
고객상담서비스 해줘,"('전화 상담사 연결', 0.779)","('SK텔레콤 고객센터 운영 시간', 0.646)","('타 통신사 고객센터', 0.476)"
요금제 때문에 가족으로 뭉치고 싶습니다,"('결합 상품', 0.555)","('New온가족플랜', 0.461)","('요금제문의', 0.447)"
데이터 유심 사용이 불가합니다,"('휴대폰 데이터 접속 불가 조치 방법', 0.614)","('USIM기변 방법', 0.543)","('USIM 카드 구매 방법', 0.481)"
발지정지 풀어줘,"('정지 해제 관련', 0.749)","('일시정지 해제 방법', 0.567)","('발신금지 서비스 해지 방법', 0.477)"
자녀번호 로밍신청,"('미성년자 로밍', 0.725)","('가족 로밍', 0.456)",
요즘 무슨 영화 가 잘나가,"('T멤버십 VIP Pick 영화 예매 방법', 0.496)",,
미납요금낼수있는날짜,"('요금 납부일 확인 방법', 0.666)","('요금 납부일 변경 방법', 0.603)","('SKT 미납센터 연락처', 0.52)"
오늘로 카드납부가능한가요?,"('요금 납부일 확인 방법', 0.576)","('요금 납부일 변경 방법', 0.558)","('통신과금 선결제 이용 방법', 0.498)"
납부 26일 가능?,"('요금 납부일 확인 방법', 0.593)","('요금 납부일 변경 방법', 0.562)","('단말기 할부금 중도 납부 방법', 0.504)"
약정할인 받는도중에 기기변경하면 위약금은얼마,"('선택약정 할인제도 할인 반환금 부과 대상', 0.54)","('데이터결합약정할인 반환금', 0.525)","('장비변상금', 0.434)"
미납요금 25일로요,"('미납 이용정지', 0.46)","('요금 납부일 확인 방법', 0.435)","('가산금', 0.426)"
안녕하세요 와이파이 중지중인데 사용하고싶습니다,"('T wifi zone 이용 방법', 0.605)","('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.502)","('SK 유무선 공유기 Wi-Fi 암호 변경 방법', 0.456)"
단말기 모델 확인,"('내 휴대폰 기종 확인', 0.762)","('휴대폰 관련', 0.535)","('단말기 자급제도', 0.466)"
5GX 레귤너플러스,"('5GX 레귤러플러스', 0.851)","('5GX 프라임플러스', 0.66)","('FLO 앤 데이터 플러스', 0.566)"
상담 개못하네,"('채티 서비스', 0.582)","('전화 상담사 연결', 0.557)","('SK텔레콤 고객센터 운영 시간', 0.492)"
납부가능일 2023.11.24일 등록해줘,"('요금 납부일 확인 방법', 0.508)","('요금 납부일 변경 방법', 0.454)","('통신과금 자동 선결제 신청 방법', 0.435)"
선택약정할인 재계약,"('선택약정 할인제도 약정 기간 변경', 0.625)","('선택약정 할인제도 재가입 조건', 0.569)","('선택약정 할인제도 해지 방법', 0.495)"
토스계좌 만들어줘,"('T쿠폰 등록 방법', 0.451)","('공동인증서 등록 방법', 0.428)","('현금영수증 발급 방법', 0.42)"
나이가..?,"('미성년자 관련', 0.609)","('T끼리 데이터 선물하기 연령', 0.5)","('다른 번호 문의', 0.497)"
쿠폰등록,"('T쿠폰 등록 방법', 0.495)","('T쿠폰 구매 방법', 0.43)",
부가세 취소,"('세금계산서 재발행 방법', 0.585)","('세금계산서 신청 방법', 0.463)",
컬러리를 수신으로 들을때와 동결합니다,"('컬러링 서비스 기본음 설정 방법', 0.473)",,
셀럽 싸이,"('NUGU 서비스 셀럽 알람', 0.439)",,
요금제 변경시 지원금 차액이 발생 되나요?,"('공시지원금 확인 방법', 0.485)","('요금제문의', 0.468)","('요금제 변경', 0.463)"
11월30일에 납부가능할거같은데 안될까요,"('요금 납부일 변경 방법', 0.643)","('요금 납부일 확인 방법', 0.601)","('단말기 할부금 중도 납부 방법', 0.513)"
휴대폰 납부 방법,"('단말기 할부금 중도 납부 방법', 0.641)","('요금 부분 납부 방법', 0.595)","('휴대폰결제 이용동의 신청 방법', 0.56)"
미납요얼마이에요,"('SKT 미납센터 연락처', 0.58)","('과납', 0.567)","('미납 이용정지', 0.554)"
상담원불러줘,"('전화 상담사 연결', 0.82)","('SK텔레콤 고객센터 운영 시간', 0.598)","('타 통신사 고객센터', 0.452)"
장세일  01037450741  미납요금  알 려주세요,"('SKT 미납센터 연락처', 0.41)",,
월별 미납요금,"('SKT 미납센터 연락처', 0.608)","('미납 이용정지', 0.593)","('과납', 0.535)"
20일 요금 납부 가능 해요,"('요금 납부일 변경 방법', 0.611)","('요금 납부일 확인 방법', 0.583)","('단말기 할부금 중도 납부 방법', 0.46)"
비트박스 해봐,,,
핸드폰 요금 영수증,"('수납이력서 재발행 방법', 0.626)","('요금 수납 내역 확인 방법', 0.594)","('현금영수증 발급 방법', 0.466)"
똥오리한테 전화 걸어줘,,,
내 요금    미납된거  11율 9일  지불한거  확인해주세요,"('요금 수납 내역 확인 방법', 0.49)","('SKT 미납센터 연락처', 0.436)",
25% 선택약정,"('선택약정 할인제도 가입 조건', 0.516)","('요금약정 할인제도', 0.463)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.442)"
납부 가능일 12월,"('요금 납부일 확인 방법', 0.644)","('요금 납부일 변경 방법', 0.579)","('단말기 할부금 중도 납부 방법', 0.55)"
친구랑 문자하는데 500건 넘었다고 문자가 안돼요.,"('일 500건 SMS 발송량 제한', 0.552)",,
실시간 이용요금 내역서 부탁해요,"('실시간 요금 상세 내역', 0.683)","('요금 수납 내역 확인 방법', 0.501)","('수납이력서 재발행 방법', 0.498)"
유선상품 납부,"('유선 요금 납부 내역 확인 방법', 0.643)","('유선 요금 납부일 변경 방법', 0.459)","('유선 요금안내서', 0.446)"
당월청구요금 재청구 부탁드립니다.,"('요금안내서 재발행 방법', 0.477)","('유선 요금안내서 재발행 방법', 0.41)",
우주패스 혜택,"('T우주패스', 0.945)","('T우주패스 플러스 구독', 0.69)","('T우주패스 상품 신청 방법', 0.627)"
청소년 공유,"('T청소년안심서비스', 0.511)","('미성년자 관련', 0.484)","('T청소년 안심팩 서비스', 0.484)"
보험이 오늘부터 시행된다는데  해약하고 싶읍니진,"('단말보험 해지 방법', 0.798)","('선택약정 할인제도 해지 방법', 0.558)","('이동전화 해지 방법', 0.545)"
로밍 무조건차단 비로요금제,"('데이터 로밍 무조건 허용', 0.478)","('데이터 로밍 차단 시 통화 문자 이용', 0.439)","('T로밍 음성 사용량 안내 문자 차단', 0.422)"
차이점,"('알버트와 알버트AI 차이점', 0.455)","('단말기 자급제도', 0.433)","('휴대폰 관련', 0.408)"
