query,n_rank1,n_rank2,n_rank3
선택약정 신청합니다,"('선택약정 할인제도 가입 조건', 0.649)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.519)","('선택약정 할인 중복 가입 가능 상품', 0.478)"
납부가능일 어떻게 등록하나요,"('요금 납부일 확인 방법', 0.8)","('요금 납부일 변경 방법', 0.763)","('수납이력서 재발행 방법', 0.493)"
아이폰15pro사줘,"('5G 기기 변경 방법', 0.59)","('아이폰 기기 변경 상담', 0.531)","('휴대폰 기기변경 방법', 0.526)"
1년약정신청,"('요금약정 할인제도', 0.431)",,
전화요금 사용량비례 줄이는방법,"('일자별 잔여통화안내 날짜 변경 방법', 0.42)",,
다음에 상담사와 의논하겠습니다,"('전화 상담사 연결', 0.702)","('SK텔레콤 고객센터 운영 시간', 0.602)","('채티 서비스', 0.521)"
계좌번호 부탁합니다,"('자동납부번호 확인 방법', 0.495)","('요금 수납 내역 확인 방법', 0.406)",
핸드폰요금  27일 날 입금 돼는데요,"('요금 납부일 확인 방법', 0.741)","('요금 납부일 변경 방법', 0.659)","('단말기 할부금 중도 납부 방법', 0.581)"
납부 가능 날짜 20일로 변뎡,"('요금 납부일 변경 방법', 0.805)","('요금 납부일 확인 방법', 0.709)","('단말기 할부금 중도 납부 방법', 0.529)"
문자보네기,"('등기문자', 0.584)","('문자매니저', 0.581)","('안심문자', 0.546)"
유플러스티비,"('B tv', 0.725)","('TB끼리 TV플러스', 0.571)","('B tv 실시간 채널', 0.534)"
01040940755 누구전화번호에요,"('NUGU 서비스', 0.577)","('T전화 NUGU', 0.504)","('NUGU 서비스 아이디 비밀번호 찾기', 0.484)"
누구 사전,"('NUGU 서비스', 0.563)","('NUGU 서비스 이용 대상', 0.429)","('NUGU 서비스 디바이스 연결', 0.418)"
태블릿 관련 요금제는?,"('태블릿 번호 확인 방법', 0.542)","('휴대폰 기기변경 방법', 0.536)","('휴대폰 관련', 0.516)"
지로로요금영세서를받도록 해주세요,"('수납이력서 재발행 방법', 0.658)","('요금안내서 재발행 방법', 0.65)","('요금안내서 변경 방법', 0.636)"
전화하지않고 카드로 납부하는 방법은 없어?,"('Sk pay 결제 방법', 0.585)","('OK캐쉬백 납부', 0.573)","('편의점 요금 납부', 0.566)"
문자로  청구서 받고 싶어요,"('요금안내서 변경 방법', 0.797)","('요금안내서 재발행 방법', 0.641)","('요금안내서 발행유형 자동 변경 해제 방법', 0.535)"
제 요금제가 해외여행시 자동으로 로밍이되는지 궁금합니다,"('데이터 로밍 무조건 허용', 0.536)","('자동안심 T로밍', 0.495)",
미납일변경,"('요금 납부일 변경 방법', 0.571)","('SKT 미납센터 연락처', 0.518)","('미납 이용정지', 0.483)"
80000만원에 대한 콘텐츠는 어떤건가요?,"('채티 서비스', 0.458)",,
남은 쿠폰 개수 알려줘,"('T쿠폰 잔액 조회 방법', 0.507)","('데이터 리필하기 쿠폰 제공', 0.472)","('T데이터 쿠폰 잔액 조회 방법', 0.453)"
멤버십 쿠폰,"('T멤버십 혜택', 0.738)","('T멤버십 가맹점 및 사용 방법', 0.726)","('제휴카드 할인', 0.541)"
컬러링 종료건으로 문의드릴께요,"('컬러링서비스 해지 방법', 0.92)","('컬러링플러스2 해지 방법', 0.618)","('컬러링 라이트 해지 방법', 0.599)"
가족선물 하고싶어요,"('T끼리 데이터 선물하기 대상', 0.52)","('T끼리 데이터 선물 조르기 방법', 0.486)","('가족 관련', 0.485)"
상담원 연경,"('전화 상담사 연결', 0.433)","('SK텔레콤 고객센터 운영 시간', 0.426)",
1년 재가입신청,"('선택약정 할인제도 재가입 조건', 0.541)","('연장 관련', 0.444)","('군입대 장기 일시 정지 재신청 방법', 0.437)"
가상계좌 발송 부탁드립니다,"('채팅플러스 계좌 송금 서비스', 0.439)",,
22일날쯤납부가능합니다,"('단말기 할부금 중도 납부 방법', 0.68)","('요금 납부일 확인 방법', 0.625)","('요금 납부일 변경 방법', 0.587)"
baro 이용할수 없어요,"('T전화 baro 이용 방법', 0.678)","('T전화 baro', 0.58)","('T전화 오류문의', 0.471)"
나 해외임,"('T로밍 고객센터', 0.437)","('가족 로밍', 0.421)","('해외 SMS 서비스', 0.407)"
브로드밴드전화,"('T전화', 0.548)","('mVoIP', 0.504)","('T_인터넷전화', 0.496)"
t전화 일반전화로 전환,"('T전화 모드 유지', 0.637)","('T_일반전화', 0.54)","('T전화 설정 방법', 0.483)"
카드로납입하고싶어요,"('통신과금 선결제 이용 방법', 0.575)","('T로밍 카드 결제 수단', 0.548)","('Sk pay 결제 방법', 0.532)"
9월25일 입금 했습니다,"('단말기 할부금 중도 납부 방법', 0.587)","('요금 수납 내역 확인 방법', 0.577)","('요금 납부일 확인 방법', 0.541)"
휴대폰결제 한조,"('TB끼리 한가족할인', 0.418)",,
요금 조회 할래,"('실시간 요금 상세 내역', 0.728)","('요금제문의', 0.673)","('자녀 요금 조회 방법', 0.512)"
녹음 어케해여,"('T전화 통화 녹음 기능', 0.771)","('T전화 녹음 파일 확인 방법', 0.537)","('소리샘 서비스 청취 방법', 0.407)"
자녀가kt인데,"('미성년자 관련', 0.718)","('데이터 문의 관련', 0.486)","('다른 번호 문의', 0.479)"
11월24일 납부가능합니다,"('요금 납부일 확인 방법', 0.641)","('단말기 할부금 중도 납부 방법', 0.634)","('요금 수납 내역 확인 방법', 0.577)"
sk브로드밴드 신청,"('SK브로드밴드 고객센터', 0.515)","('T플러스 인터넷 신청 방법', 0.402)",
휴대폰소액결제 가능하도록 해주세요,"('휴대폰결제 이용동의 신청 방법', 0.792)","('결제 관련', 0.563)","('휴대폰결제이용차단신청방법', 0.558)"
인터넷 켜줘,"('인터넷 관련', 0.739)","('연결 관련', 0.498)","('유선 인터넷 장비 전원 고장 조치 방법', 0.474)"
납부가능일알려주세요,"('요금 납부일 확인 방법', 0.92)","('요금 납부일 변경 방법', 0.758)","('요금 수납 내역 확인 방법', 0.54)"
가족 data공유,"('T가족모아 데이터 공유 방법', 0.743)","('T가족모아 데이터', 0.721)","('Data 함께쓰기', 0.511)"
해지가능할까요?,"('이동전화 해지 방법', 0.874)","('철회', 0.629)","('퀵보이스 해지 방법', 0.564)"
T멤버십이 뭐야?,"('T멤버십 혜택', 0.939)","('T멤버십 가맹점 및 사용 방법', 0.57)","('T멤버십 카드 발급 조건', 0.484)"
자녀가kt인데 미성년자고,"('미성년자 관련', 0.768)","('데이터 문의 관련', 0.47)","('다른 번호 문의', 0.468)"
11월10날 1개월 납부할게요,"('단말기 할부금 중도 납부 방법', 0.615)","('요금 납부일 확인 방법', 0.611)","('요금 납부일 변경 방법', 0.565)"
20고개 하자,,,
약정할인신청방법,"('요금약정 할인제도', 0.684)","('데이터결합약정할인 신청 방법', 0.551)","('T지원금 약정', 0.541)"
미납 요금이 있다구요?,"('SKT 미납센터 연락처', 0.739)","('미납 이용정지', 0.684)","('가산금', 0.672)"
콘텐츠이용료를수남했는데왜이렇게문자가요금이나왔는지모르겠네요,"('콘텐츠 이용료 결제 취소 방법', 0.467)","('콘텐츠 이용료 구매내역 확인 방법', 0.453)","('휴대폰 결제 취소 방법', 0.445)"
휴대용 와이파 기기 보유중 사용요금,"('T포켓파이', 0.458)",,
상당사 연결,"('영업장 위치 확인', 0.453)","('연결 관련', 0.439)","('추가 관련', 0.404)"
선물말고,"('T끼리 데이터 선물하기 대상', 0.474)","('가족 관련', 0.46)","('구매 관련', 0.452)"
선물 받은 거,"('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.705)","('T끼리 데이터 선물하기 알림', 0.512)","('T끼리 데이터 선물하기 취소', 0.446)"
지금 t전화가 초록불인데 파란불로 활성화할수 있나요,,,
쿠폰을 타인어게 선물을 할 수가 있나요.,"('T쿠폰', 0.553)","('기프티콘', 0.483)","('T끼리 데이터 선물하기 대상', 0.459)"
전화가 안된다구요,"('휴대폰 전화 수발신 불가 조치 방법', 0.851)","('고장 실패 관련', 0.787)","('통화품질 관련', 0.77)"
T전화 요금제,"('T전화', 0.741)","('집전화 요금제', 0.565)","('T전화 NUGU', 0.542)"
12윌분휴대폰요금이요,"('baro 12GB', 0.475)",,
주민번호. 261226,"('T아이디', 0.466)","('주민등록번호 정정', 0.445)","('Tworld 아이디 비밀번호 찾기 방법', 0.439)"
전화소리가 들리지 않습니다,"('통화품질 관련', 0.734)","('휴대폰 통화 중 잡음 묵음 조치 방법', 0.688)","('휴대폰 전화 수발신 불가 조치 방법', 0.681)"
미닙요금납부가능일 11월30일,"('요금 납부일 확인 방법', 0.499)","('단말기 할부금 중도 납부 방법', 0.463)",
유심 초기화,"('USIM기변 방법', 0.708)","('USIM 카드 구매 방법', 0.595)","('제조사 AS 센터 연락처', 0.52)"
미납요금일 옮기기,"('SKT 미납센터 연락처', 0.595)","('요금 납부일 변경 방법', 0.524)","('자동납부 해지 방법', 0.482)"
취소할께여,"('철회', 0.78)","('이동전화 해지 방법', 0.711)","('퀵보이스 해지 방법', 0.641)"
단말기 변경,"('휴대폰 기기변경 방법', 0.716)","('중고 기기변경 방법', 0.551)","('번호이동 제도', 0.504)"
컬러리를 걸때나 받을때 같이 들리게 좀 부탁합니다,"('컬러링 서비스 설정 방법', 0.624)","('컬러링 서비스', 0.543)","('컬러링 서비스 기본음 설정 방법', 0.468)"
미납금액은 납부된걸루알고있어요,"('요금 수납 내역 확인 방법', 0.681)","('SKT 미납센터 연락처', 0.595)","('과납', 0.574)"
난 요금 미납되지 않아는대요,"('과납', 0.607)","('SKT 미납센터 연락처', 0.599)","('요금 수납 내역 확인 방법', 0.596)"
휴대폰신언호명의로되었는지확인해주세요,"('발신번호 관련', 0.523)","('Msafer 서비스', 0.516)","('내 휴대폰 기종 확인', 0.515)"
콜센터 전화연결,"('전화 상담사 연결', 0.843)","('SK텔레콤 고객센터 운영 시간', 0.662)","('제조사 AS 센터 연락처', 0.573)"
약정신청하려합니다.,"('요금약정 할인제도', 0.587)","('T지원금 약정', 0.498)","('데이터결합약정할인 신청 방법', 0.469)"
이중으로요금이나가어요,"('과납', 0.77)","('가산금', 0.543)","('SKT 미납센터 연락처', 0.438)"
아이 요금 문의,"('자녀 요금 조회 방법', 0.772)","('미성년자 관련', 0.644)","('팅 요금제 자동 변경 시기', 0.556)"
11월 17일 납부 가능합니다,"('요금 납부일 확인 방법', 0.649)","('단말기 할부금 중도 납부 방법', 0.64)","('요금 납부일 변경 방법', 0.569)"
게약만료일 알려주세요,"('선택약정 할인제도 만료 SMS 발송 시기', 0.462)",,
법인폰 약정가입 문의,"('요금약정 할인제도', 0.443)","('데이터결합약정할인 신청 방법', 0.442)","('법인폰 요금 안내서 신청_변경 방법', 0.423)"
언제쯤 5G단말 LTE요금제 가능한지요?,"('5G 기기 변경 방법', 0.69)","('LTE 요금제', 0.687)","('5GX 요금제', 0.607)"
미납요금 납부 가능을 12월 10일로 등록,"('요금 납부일 변경 방법', 0.633)","('요금 납부일 확인 방법', 0.632)","('자동납부 해지 방법', 0.536)"
부가부분,"('부가 사용 금액', 0.544)","('휴대폰 관련', 0.537)","('추가 관련', 0.525)"
복지우대,"('복지할인 제도', 0.925)","('유선 복지할인', 0.555)","('복지할인 제도 변경 방법', 0.545)"
t 전화 권한설정,"('B tv VOD 권한 없음 조치 방법', 0.424)",,
재발  똑바로 처리 하세요,"('고장 실패 관련', 0.626)","('통화품질 관련', 0.486)","('제조사 AS 센터 연락처', 0.452)"
아이폰15por 사줘,"('휴대폰 기기변경 방법', 0.565)","('5G 기기 변경 방법', 0.563)","('아이폰 기기 변경 상담', 0.554)"
상담원과 이야기 하고십퍼요,"('전화 상담사 연결', 0.838)","('SK텔레콤 고객센터 운영 시간', 0.574)","('이메일 상담', 0.473)"
로밍햇어요,"('T로밍 청구내역서', 0.513)","('로밍 요금 확인 시점', 0.499)","('T로밍 고객센터', 0.496)"
27일 임금요,"('요금 납부일 확인 방법', 0.468)","('요금 납부일 변경 방법', 0.465)","('SK텔레콤 고객센터 운영 시간', 0.42)"
연락처 정리,"('제조사 AS 센터 연락처', 0.602)","('T전화 최근기록 보기 설정', 0.514)","('T전화채티대화이력삭제', 0.479)"
자녀폰 선택약정할인 가입하고 싶은데요,"('선택약정 할인제도 가입 조건', 0.476)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.446)",
baro 활성화 안돼요,"('T전화 baro 이용 방법', 0.575)","('T전화 오류문의', 0.561)","('T전화 baro', 0.457)"
요금 미납준,"('과납', 0.675)","('가산금', 0.584)","('미납 이용정지', 0.575)"
선택약정할인 만료돼서 연장하고싶습니다,"('선택약정 할인제도 재가입 조건', 0.672)","('선택약정 할인제도 약정 기간 변경', 0.663)","('선택약정 할인제도 만료 SMS 발송 시기', 0.624)"
카드가 뭐야,"('T쿠폰', 0.598)","('T멤버십 카드 발급 조건', 0.572)","('T멤버십 혜택', 0.553)"
상담       할래,"('채티 서비스', 0.699)","('전화 상담사 연결', 0.582)","('데이터 문의 관련', 0.502)"
실시간 이용요금이 뭐죠?,"('실시간 요금 상세 내역', 0.778)","('최근 사용량 확인 방법', 0.414)",
지금 번호로 1기가 선물,"('T끼리 데이터 선물하기 알림', 0.454)","('T끼리 데이터 선물 조르기 방법', 0.435)","('T끼리 데이터 선물하기 비용', 0.421)"
상담을하고싶은데요,"('채티 서비스', 0.688)","('데이터 문의 관련', 0.526)","('퀵보이스', 0.499)"
랜선이 끊긴것 같습니다.,"('유선 인터넷 끊김 조치 방법', 0.63)","('SK 유무선 공유기 Wi-Fi 끊김 조치 방법', 0.529)","('휴대폰 데이터 끊김 조치 방법', 0.508)"
내요금제는,"('요금제문의', 0.61)","('요금제 추천', 0.482)",
납부가능일 11월10일,"('요금 납부일 확인 방법', 0.71)","('요금 납부일 변경 방법', 0.614)","('요금 수납 내역 확인 방법', 0.572)"
약정 할인 신청하는 방법,"('요금약정 할인제도', 0.676)","('데이터결합약정할인 신청 방법', 0.613)","('T지원금 약정', 0.512)"
내가 지금 쓰고있는 로밍 요금제,"('로밍 요금 확인 시점', 0.568)","('T로밍 Biz 요금제', 0.431)","('로밍 통화 요금', 0.412)"
15일 납부 가능 합니다 부탁드립니다,"('단말기 할부금 중도 납부 방법', 0.676)","('요금 납부일 확인 방법', 0.582)","('요금 수납 내역 확인 방법', 0.559)"
"10월 미납금 ,  가상 계좌 알려주세요.","('요금 수납 내역 확인 방법', 0.584)","('단말기 할부금 중도 납부 방법', 0.521)","('수납이력서 재발행 방법', 0.515)"
부가세 가 무엇인지 궁금요,"('세금계산서 신청 방법', 0.517)","('부가 사용 금액', 0.435)","('세금계산서 재발행 방법', 0.416)"
선물하기 되나요,"('T끼리 데이터 선물하기 대상', 0.577)","('T끼리 데이터 선물 조르기 방법', 0.543)","('구매 관련', 0.467)"
일본 로밍 요금제가 궁금해요,"('데이터 로밍 요금', 0.489)","('로밍 요금 확인 시점', 0.48)","('로밍 통화 요금', 0.443)"
납부했는데 미납했다고 뜸,"('과납', 0.701)","('요금 수납 내역 확인 방법', 0.661)","('SKT 미납센터 연락처', 0.584)"
출국시 자동로밍설정해놓았는데 로밍 전화가안되네요?,"('로밍 중 전화 발신 방법', 0.617)","('T전화 baro 이용 방법', 0.476)","('자동안심 T로밍 음성', 0.463)"
요번달 요금,"('요금제문의', 0.651)","('실시간 요금 상세 내역', 0.596)","('SK텔레콤 할인 혜택', 0.479)"
납부전용계좌알려줘,"('자동납부번호 확인 방법', 0.565)","('요금 수납 내역 확인 방법', 0.509)","('수납이력서 재발행 방법', 0.458)"
신용카드할부개월무이자,"('단말기 할부', 0.438)","('단말기 잔여 할부 조회 방법', 0.418)","('무약정플랜', 0.403)"
납부가능일 11월11일,"('요금 납부일 확인 방법', 0.68)","('요금 납부일 변경 방법', 0.58)","('요금 수납 내역 확인 방법', 0.547)"
어제 미납요금 입금했는데 오늘 미납요금 문자가 와서여,"('SKT 미납센터 연락처', 0.652)","('과납', 0.588)","('요금 수납 내역 확인 방법', 0.57)"
납부가능일 등록가능한가요,"('요금 납부일 확인 방법', 0.818)","('요금 납부일 변경 방법', 0.791)","('유선 요금 납부일 변경 방법', 0.492)"
114요,"('전화 상담사 연결', 0.751)","('SK텔레콤 고객센터 운영 시간', 0.544)","('T전화 T114 이용 방법', 0.54)"
인터넷 전화가 안됩니다,"('집전화 수발신 불가 조치 방법', 0.79)","('집전화 잡음 묵음 조치 방법', 0.453)","('집 전화기 파손/고장', 0.42)"
baro사용시 문자보내는건 무료가 아닌가요?,"('T전화 baro 이용 방법', 0.565)","('T전화 baro', 0.502)","('해외 SMS 서비스', 0.5)"
야다자녀할인제도,"('다자녀 할인제도', 0.599)","('티다팩', 0.417)",
15일 납부가능,"('요금 납부일 확인 방법', 0.68)","('단말기 할부금 중도 납부 방법', 0.657)","('요금 납부일 변경 방법', 0.634)"
현대해상 미납요금이있나요,"('휴대폰 보험 보상 신청 방법', 0.64)","('SKT 미납센터 연락처', 0.514)","('단말 보험 가입 방법', 0.475)"
다음달에 정지되는거야?,"('정지 관련', 0.83)","('정지 해제 관련', 0.578)","('일시정지', 0.498)"
이번호 사용 기간,,,
all케어 플러스 파손80 보험 해지는 어떻게 하나요?,"('T All케어플러스3 파손80', 0.665)","('T All케어플러스 포인트 서비스 해지 방법', 0.623)","('단말보험 해지 방법', 0.603)"
납부 가능한 날짜 입력 할수 있나요?,"('요금 납부일 확인 방법', 0.768)","('요금 납부일 변경 방법', 0.757)","('수납이력서 재발행 방법', 0.505)"
타명의카드납부 방법,"('동일 신용카드 월 5회 수납 제한', 0.479)","('T로밍 카드 결제 수단', 0.435)","('Sk pay 결제 방법', 0.416)"
지금까지 총 밀린요금??,"('요금 수납 내역 확인 방법', 0.602)","('가산금', 0.561)","('과납', 0.53)"
문자 500개 제한 해제,"('일 500건 SMS 발송량 제한', 0.626)","('메시지 관련', 0.555)","('제조사 AS 센터 연락처', 0.499)"
이용 종료후엔 로밍데이터가 차단되나요?,"('데이터 로밍 차단 해지', 0.538)","('데이터 로밍 차단 시 Wi-Fi 이용', 0.503)","('데이터로밍 일시허용', 0.498)"
청구 요금,"('실시간 요금 상세 내역', 0.598)","('요금 납부일 확인 방법', 0.568)","('요금 수납 내역 확인 방법', 0.54)"
플로우해지하려구요,"('FLO 해지 방법', 0.803)","('FLO 유료 이용권 해지 방법', 0.663)","('이동전화 해지 방법', 0.474)"
가족보호 해지할려고요,"('휴대폰가족보호 해지 방법', 0.949)","('가족 결합 상품 해지 방법', 0.62)","('휴대폰가족보호 이용 방법', 0.496)"
핸드폰 결제가 차단돼어 핸드폰으로 결제 하려고 해도 안됌니다,"('휴대폰결제 이용 제한 해제 방법', 0.734)","('휴대폰결제이용차단신청방법', 0.696)","('휴대폰 결제 이용 제한 방법', 0.633)"
로밍서비스   중단,"('로밍폰 임대 예약 취소', 0.615)","('데이터 로밍 차단 해지', 0.491)","('T로밍 카드 환불', 0.481)"
음성통화추가시간,"('추가 관련', 0.53)","('음성 관련', 0.511)","('부가통화', 0.46)"
요금 10 일냅니다,"('요금 납부일 확인 방법', 0.619)","('요금 납부일 변경 방법', 0.536)","('요금제문의', 0.414)"
전화번호 말해봐,"('전화 상담사 연결', 0.643)","('채티 서비스', 0.562)","('발신번호 관련', 0.553)"
채티 법정대리인 동의,"('미성년자 법정대리인 정지 신청 방법', 0.498)","('법정대리인 동시 통보', 0.489)","('법정대리인에게 미성년자 청구금액 SMS MMS 발송', 0.433)"
미납요금30날가능,"('미납 이용정지', 0.563)","('SKT 미납센터 연락처', 0.543)","('요금 납부일 확인 방법', 0.488)"
이동 전화  가입,"('이동전화 가입 (타사)', 0.766)","('번호이동 제도', 0.69)","('휴대폰 기기변경 방법', 0.62)"
즉시납부하고싶어요,"('단말기 할부금 중도 납부 방법', 0.627)","('요금 납부일 확인 방법', 0.502)","('요금 납부일 변경 방법', 0.491)"
결제서비스차단해제,"('휴대폰결제 이용 제한 해제 방법', 0.735)","('차단해제 관련', 0.604)","('데이터 로밍 차단 해지', 0.499)"
미납요금 납부가능일 11월 30일도 가능한가요?,"('요금 납부일 확인 방법', 0.663)","('요금 납부일 변경 방법', 0.594)","('SKT 미납센터 연락처', 0.569)"
t전화 시용시 데이터 사용요금,"('T전화', 0.584)","('mVoIP', 0.543)","('데이터통화료 상한제도', 0.469)"
대터 선물,"('데이터 문의 관련', 0.539)","('T끼리 데이터 선물하기 연령', 0.469)","('T끼리 데이터 선물하기 알림', 0.418)"
가입상품 해지,"('철회', 0.563)","('이동전화 해지 방법', 0.541)",
와이파이가 안뜨네요,"('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.746)","('SK 유무선 공유기 Wi-Fi 끊김 조치 방법', 0.568)","('휴대폰 T Wi-Fi Zone 이용 불가 조치 방법', 0.503)"
데이터 잔량은,"('데이터 문의 관련', 0.671)","('일자별 잔여통화안내', 0.618)","('데이터 추가 사용 방법', 0.597)"
지금 핸드폰 아닌 제 명의 태블릿 010 2110 7399 선택약정 문의요,,,
데이터통신 연결,"('인터넷 관련', 0.715)","('데이터 문의 관련', 0.673)","('연결 관련', 0.583)"
wavv 무료,"('Wavve', 0.705)","('B tv', 0.459)","('Wavve go 서비스', 0.455)"
외국가는데 로빙은 어떻게 해야 하나요,"('로밍 중 전화 발신 방법', 0.663)","('T전화 baro 이용 방법', 0.593)","('로밍 중 LTE 데이터 이용 방법', 0.436)"
로밍했는데 연결이 안됨,"('T로밍 고객센터', 0.506)","('T전화 오류문의', 0.444)",
해지금액은 왜? 기입하나요?,"('예상 해지 금액', 0.683)","('이동전화 해지 방법', 0.649)","('SKT 해지 미납센터 연락처', 0.574)"
15일까지 납부가능한가요,"('단말기 할부금 중도 납부 방법', 0.691)","('요금 납부일 확인 방법', 0.643)","('요금 수납 내역 확인 방법', 0.617)"
8시경   핸드폰결제 금액이  확인되요,"('실시간 요금 상세 내역', 0.565)","('요금 납부일 확인 방법', 0.482)","('콘텐츠 이용료 구매내역 확인 방법', 0.469)"
선택약정 연방신청,,,
할부 종료되고 약정종료된걸로 알고있는데  내가 따로  가입한게 있나요?,"('단말기 잔여 할부 조회 방법', 0.558)","('부가서비스 가입내역 확인 방법', 0.504)","('단말기 할부', 0.451)"
10일 납부가능,"('요금 납부일 확인 방법', 0.68)","('요금 납부일 변경 방법', 0.638)","('단말기 할부금 중도 납부 방법', 0.616)"
총납부금액,"('요금 수납 내역 확인 방법', 0.641)","('요금 납부일 확인 방법', 0.499)","('요금 부분 납부 방법', 0.466)"
자녀폰 선택약정,"('미성년자 관련', 0.498)","('다른 번호 문의', 0.486)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.451)"
15일에 납부 가능한가요,"('요금 납부일 확인 방법', 0.679)","('단말기 할부금 중도 납부 방법', 0.672)","('요금 납부일 변경 방법', 0.655)"
통하중대기 신청합니다,"('통화중대기 서비스 신청 방법', 0.546)",,
와이파이가 안터져서,"('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.715)","('T wifi zone', 0.544)","('SK 유무선 공유기 Wi-Fi 끊김 조치 방법', 0.544)"
15일 급여일에 완납가능합니다,"('요금 납부일 확인 방법', 0.637)","('단말기 할부금 중도 납부 방법', 0.629)","('요금 납부일 변경 방법', 0.608)"
쿠폰 몇개 남았어?,"('추가 관련', 0.501)","('데이터 리필하기 쿠폰 제공', 0.497)","('데이터 추가 사용 방법', 0.436)"
왜 상담사를 통해서 알수있어?,"('전화 상담사 연결', 0.695)","('채티 서비스', 0.519)","('SK텔레콤 고객센터 운영 시간', 0.475)"
15일까지  남부 할께요,"('제조사 AS 센터 연락처', 0.461)","('가입상담 예약 방법', 0.438)","('예약 관련', 0.423)"
나 단말기 몇년약정했어?,"('단말기 잔여 할부 조회 방법', 0.526)","('T끼리 온가족할인제도 가입 년 수 확인 방법', 0.476)","('휴대폰 개통일 확인 방법', 0.474)"
카드가 바꼈어요,"('T멤버십 카드 발급 조건', 0.424)","('동일 신용카드 월 5회 수납 제한', 0.42)",
휴대폰간펴노그인서비스를 해지하고싶습니다,"('휴대폰간편로그인 해지 방법', 0.532)","('헬로링 해지 방법', 0.52)","('NUGU 서비스 탈퇴 방법', 0.515)"
11월 30일 납부가능입니다,"('요금 납부일 확인 방법', 0.695)","('단말기 할부금 중도 납부 방법', 0.67)","('요금 수납 내역 확인 방법', 0.598)"
인증에 실패하였습니다. 고객센터로 문의주세오.(6),"('인증 관련', 0.777)","('Msafer 서비스', 0.471)","('PASS', 0.441)"
유심 택배,"('USIM 카드 구매 방법', 0.575)","('USIM기변 방법', 0.535)","('로밍 중 USIM 변경', 0.471)"
데이테리필,"('데이터 리필하기 쿠폰 제공', 0.537)","('데이터 리필하기 사용 방법', 0.53)","('데이터 추가 사용 방법', 0.431)"
상담사 통화는 몇시까지인가요,"('SK텔레콤 고객센터 운영 시간', 0.837)","('전화 상담사 연결', 0.741)","('통화중대기 서비스', 0.43)"
11월 24일로 등록 부탁드립니다,"('요금 납부일 변경 방법', 0.478)","('등록 관련', 0.466)","('가입상담 예약 방법', 0.461)"
법인폰은 안되나요?,"('법인 고객센터', 0.575)","('신규가입 구비서류', 0.486)","('등록 관련', 0.454)"
10월 미납요금은?,"('요금 수납 내역 확인 방법', 0.619)","('SKT 미납센터 연락처', 0.593)","('과납', 0.546)"
뮤직계정 로그인이 안돼요,"('NUGU 서비스 멜론 음원 재생 오류', 0.486)","('구글 Play 스토어 고객센터', 0.451)","('멜론 고객센터', 0.43)"
앤데이터,"('Wavve앤데이터', 0.701)","('원스토리 앤 데이터', 0.622)","('데이터 문의 관련', 0.53)"
상담아어,"('채티 서비스', 0.693)","('A.', 0.601)","('전화 상담사 연결', 0.549)"
휴대폰에서 소리가 안들리네요,"('휴대폰 통화 중 잡음 묵음 조치 방법', 0.77)","('통화품질 관련', 0.718)","('고장 실패 관련', 0.586)"
국제로밍,"('미성년자 로밍', 0.511)","('T로밍 Biz 요금제', 0.472)","('T로밍 고객센터', 0.452)"
선택약정 상담원 통화,"('선택약정 할인 중복 가입 가능 상품', 0.489)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.447)",
12월에 선택요금 해야한다는 문자받았는데요,"('선택약정 할인제도 공제 순서', 0.415)",,
통신비안심  서비스 취소바랍니다,"('빌레터 통신비안심 해지 방법', 0.753)","('휴대폰 안심결제 해지 방법', 0.604)","('T안심콜 해지 방법', 0.584)"
바탕화면으로 로밍표시를 어떻게하나요,"('로밍 중 발신번호 표시', 0.476)","('T전화 baro 이용 방법', 0.448)","('로밍 중 휴대폰 기능 사용 요금', 0.439)"
기기할부그완납하고싶어요,"('단말기 할부금 중도 납부 방법', 0.608)","('단말기 잔여 할부 조회 방법', 0.414)","('반납 관련', 0.41)"
9월분 요금,"('요금제문의', 0.531)","('실시간 요금 상세 내역', 0.49)","('T 아이폰파손9', 0.47)"
분실 위치알수 업나요,"('분실폰 찾기 위치 조회', 0.886)","('분실폰 찾기', 0.743)","('분실폰 찾기 알람', 0.612)"
baro 잔연,,,
취소하고 싶엉,"('철회', 0.769)","('이동전화 해지 방법', 0.725)","('퀵보이스 해지 방법', 0.614)"
부가세 해지,"('세금계산서 재발행 방법', 0.509)","('자동납부 해지 방법', 0.507)","('세금계산서 신청 방법', 0.409)"
내일까지 납부부탁합니다,"('요금 수납 내역 확인 방법', 0.66)","('단말기 할부금 중도 납부 방법', 0.647)","('요금 납부일 확인 방법', 0.623)"
조금전 헥토이노베이션에 가입하고 대금이 빠진다는 문자 받았음. 해지하려하니 어떻게 해야하는지?,"('예상 해지 금액', 0.472)","('이동전화 해지 방법', 0.451)","('자동납부 해지 방법', 0.417)"
미납요금남부기한,"('SKT 미납센터 연락처', 0.566)","('미납 이용정지', 0.552)","('가산금', 0.496)"
