query,n_rank1,n_rank2,n_rank3
국제전화 요금,"('국제전화 청구 주기', 0.724)","('로밍 중 국제전화카드 사용', 0.658)","('국제전화 발신 금지', 0.634)"
분실파손 자기부담금,"('분실파손보험', 0.63)","('선택약정 할인제도 할인 반환금 부과 대상', 0.483)","('로밍폰 임대료', 0.479)"
티전화 바로는 sk7모바일도 해당되나요?,"('T전화 baro 이용 방법', 0.722)","('T전화 baro', 0.705)","('baro 7GB', 0.614)"
상담산님 감사합니다,"('전화 상담사 연결', 0.582)","('퀵보이스', 0.452)","('조회 관련', 0.45)"
20일 까지 납구할께요.,"('요금 납부일 확인 방법', 0.457)","('개통 관련', 0.431)","('구매 관련', 0.417)"
해지하려고하는데폰으로도가능한가요,"('이동전화 해지 방법', 0.913)","('단말보험 해지 방법', 0.76)","('B tv 월정액 해지 방법', 0.737)"
녹음설정,"('B tv 화면 음향 설정 방법', 0.695)","('B tv 사용자 맞춤 설정 방법', 0.624)","('컬러링 서비스 설정 방법', 0.617)"
NFC앱이 지원 안된다고,"('무선인터넷 차단', 0.405)",,
연락처 다운로드,"('전화 상담사 연결', 0.722)","('퀵보이스', 0.629)","('영업장 위치 확인', 0.623)"
고객상담서비스 해줘,"('전화 상담사 연결', 0.867)","('SK텔레콤 고객센터 운영 시간', 0.713)","('제조사 AS 센터 연락처', 0.648)"
요금제 때문에 가족으로 뭉치고 싶습니다,"('TB끼리 한가족할인', 0.758)","('T우주패스 패밀리 서비스', 0.648)","('T전화 그룹통화', 0.622)"
데이터 유심 사용이 불가합니다,"('로밍 중 USIM 변경', 0.682)","('USIM기변 방법', 0.606)","('USIM 카드 구매 방법', 0.454)"
발지정지 풀어줘,"('정지 해제 관련', 0.667)","('일시정지 해제 방법', 0.586)","('분실 정지 해제 방법', 0.523)"
자녀번호 로밍신청,"('미성년자 로밍', 0.608)","('T로밍 카드 등록 방법', 0.55)","('T로밍 카드', 0.444)"
요즘 무슨 영화 가 잘나가,"('B tv 최근시청 VOD', 0.489)","('동영상 관련', 0.484)",
미납요금낼수있는날짜,"('요금 납부일 확인 방법', 0.582)","('미납 이용정지', 0.55)","('SKT 미납센터 연락처', 0.521)"
오늘로 카드납부가능한가요?,"('요금 납부일 확인 방법', 0.627)","('결제 관련', 0.477)","('세금계산서 신청 방법', 0.401)"
납부 26일 가능?,,,
약정할인 받는도중에 기기변경하면 위약금은얼마,"('데이터결합약정할인 반환금', 0.723)","('선택약정 할인제도 할인 반환금 부과 대상', 0.633)","('선택약정 할인 반환금 면제 대상', 0.572)"
미납요금 25일로요,"('미납 이용정지', 0.596)","('SKT 미납센터 연락처', 0.476)",
안녕하세요 와이파이 중지중인데 사용하고싶습니다,"('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.519)","('SK 유무선 공유기 Wi-Fi 끊김 조치 방법', 0.502)","('T wifi 렌탈', 0.487)"
단말기 모델 확인,"('내 휴대폰 기종 확인', 0.854)","('휴대폰 관련', 0.682)","('휴대폰 기기변경 방법', 0.569)"
5GX 레귤너플러스,"('5GX 레귤러플러스', 0.866)","('FLO 앤 데이터 플러스', 0.632)","('오토컬러링 플러스', 0.599)"
상담 개못하네,"('전화 상담사 연결', 0.73)","('SK텔레콤 고객센터 운영 시간', 0.511)","('타 통신사 고객센터', 0.477)"
납부가능일 2023.11.24일 등록해줘,"('요금 납부일 확인 방법', 0.49)","('데이터결합약정할인 신청 방법', 0.442)","('마이데이터 신청 방법', 0.437)"
선택약정할인 재계약,"('선택약정 할인제도 재가입 조건', 0.685)","('선택약정 할인제도 약정 기간 변경', 0.656)","('번호변경안내 서비스 연장 방법', 0.607)"
토스계좌 만들어줘,,,
나이가..?,"('미성년자 관련', 0.667)","('시니어 요금제', 0.594)","('미성년자 요금제 변경 방법', 0.551)"
쿠폰등록,"('T데이터 쿠폰 등록 방법', 0.928)","('T쿠폰 등록 방법', 0.87)","('등록 관련', 0.572)"
부가세 취소,"('콘텐츠 이용료 결제 취소 방법', 0.637)","('휴대폰 결제 취소 방법', 0.632)","('T로밍 카드 환불', 0.479)"
컬러리를 수신으로 들을때와 동결합니다,"('T Ring', 0.405)",,
셀럽 싸이,"('NUGU 서비스 셀럽 알람', 0.705)","('콜키퍼', 0.467)","('5GX퍼펙트클럽 갤럭시S21', 0.42)"
요금제 변경시 지원금 차액이 발생 되나요?,"('T지원금 약정', 0.467)","('유선 상품 변경 방법', 0.443)","('요금제 변경', 0.433)"
11월30일에 납부가능할거같은데 안될까요,"('요금 납부일 확인 방법', 0.446)",,
휴대폰 납부 방법,"('결제 관련', 0.729)","('편의점 요금 납부', 0.581)","('세금계산서 신청 방법', 0.548)"
미납요얼마이에요,"('미납 이용정지', 0.722)","('SKT 미납센터 연락처', 0.679)","('과납', 0.615)"
상담원불러줘,"('전화 상담사 연결', 0.914)","('SK텔레콤 고객센터 운영 시간', 0.701)","('제조사 AS 센터 연락처', 0.642)"
장세일  01037450741  미납요금  알 려주세요,"('SKT 미납센터 연락처', 0.533)","('미납 이용정지', 0.482)","('해지 미환급금 조회 방법', 0.421)"
월별 미납요금,"('SKT 미납센터 연락처', 0.737)","('미납 이용정지', 0.696)","('과납', 0.587)"
20일 요금 납부 가능 해요,"('T All케어플러스 i200', 0.519)","('5GX클럽 갤럭시S20', 0.485)","('T나는 폰교체 20', 0.472)"
비트박스 해봐,"('T플러스B인터넷', 0.634)","('Wavve', 0.615)","('baro Box 임대', 0.577)"
핸드폰 요금 영수증,"('이용계약 증명서 발급 방법', 0.696)","('각종업무구비서류', 0.649)","('요금 수납 내역 확인 방법', 0.575)"
똥오리한테 전화 걸어줘,,,
내 요금    미납된거  11율 9일  지불한거  확인해주세요,"('SKT 미납센터 연락처', 0.487)","('과납', 0.422)","('미납 이용정지', 0.408)"
25% 선택약정,"('선택약정 할인제도 가입 조건', 0.452)","('선택약정 할인제도 가입 불가 요금제', 0.4)",
납부 가능일 12월,"('요금 납부일 확인 방법', 0.54)","('T 아이폰파손12', 0.463)","('T 아이폰케어12', 0.417)"
친구랑 문자하는데 500건 넘었다고 문자가 안돼요.,"('일 500건 SMS 발송량 제한', 0.657)",,
실시간 이용요금 내역서 부탁해요,"('실시간 요금 상세 내역', 0.826)","('콘텐츠 이용료 구매내역 확인 방법', 0.651)","('유선 요금 납부 내역 확인 방법', 0.601)"
유선상품 납부,"('결제 관련', 0.621)","('Sk pay 결제 방법', 0.522)","('OK캐쉬백 납부', 0.488)"
당월청구요금 재청구 부탁드립니다.,"('유선 요금안내서 재발행 방법', 0.628)","('선택약정 할인제도 재가입 조건', 0.611)","('요금안내서 재발행 방법', 0.607)"
우주패스 혜택,"('T우주패스', 0.937)","('T우주패스 연간 상품', 0.756)","('T우주 정기배송 서비스', 0.646)"
청소년 공유,"('T_IP공유서비스', 0.58)","('Data 함께쓰기', 0.578)","('T Tab 함께쓰기 공유 요금제', 0.558)"
보험이 오늘부터 시행된다는데  해약하고 싶읍니진,"('단말보험 해지 방법', 0.849)","('B tv 월정액 해지 방법', 0.727)","('이동전화 해지 방법', 0.714)"
로밍 무조건차단 비로요금제,"('데이터 로밍 무조건 허용', 0.667)","('무조건 소리샘', 0.54)","('데이터 로밍 차단 시 통화 문자 이용', 0.422)"
차이점,"('퀵보이스', 0.712)","('퀵보이스 이용 방법', 0.647)","('퀵보이스 차단 서비스', 0.595)"
부제중 전화음받기,"('소리샘 서비스 청취 방법', 0.549)","('소리 관련', 0.509)","('음성 관련', 0.493)"
선택약정할인 가입건그거,"('선택약정 할인제도 가입 조건', 0.79)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.588)","('선택약정 할인제도 가입 불가 요금제', 0.583)"
114로 해야겠군요,"('전화 상담사 연결', 0.589)","('T전화 T114 이용 방법', 0.518)","('T전화 T114업체 정보 변경', 0.435)"
선물 안할래,"('T끼리 데이터 선물 조르기 방법', 0.727)","('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.701)","('T끼리 데이터 선물하기 비용', 0.667)"
미납요금납부가능일 설정,"('요금 납부일 확인 방법', 0.649)","('요금 납부일 변경 방법', 0.565)","('유선 요금 납부일 변경 방법', 0.516)"
약정 신청하기,"('데이터결합약정할인 신청 방법', 0.761)","('퀵보이스 신청 방법', 0.689)","('가입상담 예약 방법', 0.685)"
와이파이 가 너~~~~무 잘끊어져요,"('SK 유무선 공유기 Wi-Fi 끊김 조치 방법', 0.779)","('휴대폰 데이터 끊김 조치 방법', 0.646)","('B tv 화면 음성 끊김 멈춤 조치 방법', 0.564)"
1회선물했습니다,"('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.577)","('T로밍 카드 선물', 0.571)","('T끼리 데이터 선물 조르기 방법', 0.549)"
오토레티 해지,"('오토레터 해지 방법', 0.818)","('단말보험 해지 방법', 0.668)","('오토컬러링 해지 방법', 0.667)"
11월11일 오후에 한달분이라도 납부할께~~^^,"('요금 납부일 확인 방법', 0.478)","('Wavve콘텐츠팩 연간 신청 방법', 0.417)",
미납액 이달10일즘할게여,"('미납 이용정지', 0.539)","('SKT 미납센터 연락처', 0.504)","('해지 미환급금 조회 방법', 0.456)"
11월달 총 입금할 금액 어떻게 데나요,,,
와이파이가 안돼네요,"('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.829)","('T wifi 렌탈', 0.609)","('T wifi 렌탈 이용 요금', 0.532)"
인터넷사용중지,"('정지 관련', 0.598)","('차단 관련', 0.586)","('일시정지', 0.57)"
학교 생활 제데로 하고 싶음 제데로 말해라,"('공부 관련', 0.409)",,
자녀 휴대폰 선택약정 신청,"('선택약정 할인제도 가입 조건', 0.8)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.58)","('B tv 선택', 0.532)"
요금문자보내주세요,"('문자메시지 서비스', 0.918)","('MMS', 0.822)","('메시지 관련', 0.8)"
114로해봤는데 제가원하는번호가없네요,"('T전화 T114 이용 방법', 0.459)",,
선택약정헐인,"('선택약정 할인제도 가입 조건', 0.406)",,
안녕하세요 10월 27일에 받은 문자는,"('문자메시지 서비스', 0.505)","('MMS', 0.487)","('휴대폰 문자 수발신 실패 조치 방법', 0.469)"
핸드폰소액 결제  자단이 있어서  해체해주세요,"('휴대폰 결제 취소 방법', 0.583)","('콘텐츠 이용료 결제 취소 방법', 0.567)","('이동전화 해지 방법', 0.522)"
요금나가는 부가상품을 해지해두세요,"('B tv 월정액 해지 방법', 0.773)","('단말보험 해지 방법', 0.773)","('이동전화 해지 방법', 0.757)"
약정위약금,"('요금약정 할인제도', 0.6)",,
0틴플랜,"('0틴플랜 요금제', 0.984)","('0틴 5G 요금제', 0.935)","('T전화 투데이 루틴', 0.58)"
상담원이랑 상담 할수 없나요?,"('전화 상담사 연결', 0.922)","('SK텔레콤 고객센터 운영 시간', 0.666)","('타 통신사 고객센터', 0.57)"
114상담원하는데요,"('전화 상담사 연결', 0.674)","('SK텔레콤 고객센터 운영 시간', 0.529)","('유선 A/S 방문 일정', 0.467)"
21일까지는  수신이 정지되는일은 없나요,,,
상품권,"('상품권 수납', 0.883)","('B tv 쿠폰', 0.513)","('T데이터 쿠폰 구매 방법', 0.495)"
전원이  켜져있는상테에서 유심을 인식못함,"('로밍 중 USIM 변경', 0.554)","('USIM기변 방법', 0.509)","('USIM 스마트인증', 0.446)"
선택약정가입하고 싶습니다,"('선택약정 할인제도 가입 조건', 0.862)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.64)","('선택약정 할인제도 가입 불가 요금제', 0.584)"
9월달요금요,"('T 아이폰파손9', 0.613)","('New T 아이폰파손9', 0.592)","('T Tab 9', 0.567)"
9월 미납요금인가여?,"('SKT 미납센터 연락처', 0.593)","('미납 이용정지', 0.552)","('해지 미환급금 조회 방법', 0.511)"
가족결합 구성원 삭제,"('가족 결합 상품 해지 방법', 0.912)","('데이터결합약정할인 해지 방법', 0.665)","('T우주패스 패밀리 서비스 해지 방법', 0.635)"
요금얼마,"('부가 사용 금액', 0.534)","('퀵보이스', 0.483)","('퀵보이스 이용 방법', 0.479)"
자동 음성 아리아싸발,"('알버트AI', 0.641)","('알버트와 알버트AI 차이점', 0.587)","('B tv 채널A 월정액', 0.528)"
홈 화면에 연락처 추가 어떻게 해,"('전화 상담사 연결', 0.589)","('다른 번호 문의', 0.559)","('친구찾기 서비스', 0.535)"
전화를 많이 사용하면 왜 끊겨요,"('휴대폰 통화 끊김 조치 방법', 0.715)","('휴대폰 데이터 끊김 조치 방법', 0.696)","('유선 인터넷 끊김 조치 방법', 0.65)"
요번달까지가 이 금액인가요,"('최근 사용량 확인 방법', 0.484)","('요금 납부일 확인 방법', 0.465)",
용돈을 보내주세요,"('T멤버십 포인트 선물하기', 0.588)","('T끼리 데이터 선물하기 비용', 0.588)","('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.542)"
지금 미납요금만낼께요,"('SKT 미납센터 연락처', 0.728)","('미납 이용정지', 0.707)","('과납', 0.594)"
25%할인 재가입 신청,"('선택약정 할인제도 재가입 조건', 0.798)","('군입대 장기 일시 정지 재신청 방법', 0.579)","('유선 요금안내서 재발행 방법', 0.537)"
t월드 접속이 안돼요,"('Tworld', 0.639)","('휴대폰 데이터 접속 불가 조치 방법', 0.503)","('유선 인터넷 접속 불가 조치 방법', 0.428)"
글자 읽어주기 안돼요,"('B tv english gem', 0.456)","('B tv AI 셋톱박스 음성인식 불가 조치 방법', 0.424)",
10일로 미납요금납부 등록,"('요금 납부일 확인 방법', 0.528)","('미납 이용정지', 0.494)","('SKT 미납센터 연락처', 0.451)"
신청한적없어요,"('B tv 미가입 채널 조치 방법', 0.624)","('신규가입 구비서류', 0.611)","('퀵보이스 신청 방법', 0.547)"
상담원해요,"('전화 상담사 연결', 0.918)","('SK텔레콤 고객센터 운영 시간', 0.714)","('제조사 AS 센터 연락처', 0.642)"
셀럽PSY,"('NUGU 서비스 셀럽 알람', 0.547)","('데이터슈퍼패스', 0.502)","('T_파워IP', 0.496)"
이미 가입되어 있습니다,"('가입상담 예약 방법', 0.641)","('퀵보이스 신청 방법', 0.639)","('부가서비스 가입내역 확인 방법', 0.638)"
10일날 납부가능요,"('요금 납부일 확인 방법', 0.573)","('가입비', 0.467)","('각종업무구비서류', 0.441)"
15일납부예정일등록햇읍니다,"('요금 납부일 확인 방법', 0.555)","('PASS 신청 방법', 0.477)","('가입상담 예약 방법', 0.454)"
녹음된것도 확인되나요?,"('T전화 녹음 파일 확인 방법', 0.895)","('T전화 통화 녹음 기능', 0.857)","('T전화 AI통화녹음', 0.669)"
발신통화가안되요,"('휴대폰 전화 수발신 불가 조치 방법', 0.629)","('발신금지 서비스', 0.596)","('발신번호 관련', 0.566)"
아이 전화요금,"('T전화 아이폰', 0.571)","('전화 관련', 0.514)","('T전화 이용 방법', 0.51)"
해지내역,"('퀵보이스 해지 방법', 0.755)","('예상 해지 금액', 0.64)","('단말보험 해지 방법', 0.604)"
안녕하세요. 로밍해서 일본 왔는데요,"('T로밍 고객센터', 0.502)","('T로밍 카드', 0.481)","('T로밍 카드 고객 센터', 0.436)"
가족 요금,"('가족 관련', 0.805)","('T플랜 패밀리', 0.659)","('휴대폰가족보호', 0.638)"
상담사와문의할께,"('전화 상담사 연결', 0.949)","('SK텔레콤 고객센터 운영 시간', 0.681)","('제조사 AS 센터 연락처', 0.634)"
아니요 30일 납부 가능,"('0청년다이렉트 30', 0.469)","('다이렉트LTE 30', 0.469)","('요금 납부일 확인 방법', 0.452)"
파리의 택시기사 틀어줘,,,
번호 저장,"('비밀번호 관련', 0.586)","('T전화 최근기록 보기 설정', 0.506)","('휴대폰번호보호', 0.5)"
요금조회 알려줘.,"('조회 관련', 0.726)","('실시간 요금 상세 내역', 0.702)","('자녀 요금 조회 방법', 0.635)"
안녕 너는 세븐틴이 누군지 알아?,"('0틴 5G 요금제', 0.706)","('0틴플랜 요금제', 0.701)","('SK 세븐모바일', 0.528)"
바로전화가 활성화 안됨,"('T전화 baro 이용 방법', 0.624)","('T전화 baro', 0.61)","('T전화 오류문의', 0.496)"
sk브로드밴드 요금고지서 빌레터로 수신,"('SK브로드밴드 고객센터', 0.645)","('요금안내서 Bill Letter', 0.562)","('요금안내서 Bill Letter 앱 설치 방법', 0.449)"
계좌부탁,"('채팅플러스 계좌 송금 서비스', 0.473)","('휴대폰 결제 대행사 연락처', 0.428)","('T끼리 데이터 선물 조르기 방법', 0.4)"
전화가 잘 안되어서요,"('전화 관련', 0.73)","('휴대폰 전화 수발신 불가 조치 방법', 0.701)","('집전화 수발신 불가 조치 방법', 0.644)"
혹시 나이가 어떡해되세여,"('미성년자 관련', 0.696)","('미성년자 요금제 변경 방법', 0.585)","('팅 요금제 자동 변경 시기', 0.575)"
구글주소찾아줘,"('위치 관련', 0.645)","('분실폰 찾기 위치 조회', 0.626)","('ZEM 위치 조회 권한 요청 방법', 0.595)"
8월 미납 요금,"('SKT 미납센터 연락처', 0.616)","('미납 이용정지', 0.589)","('과납', 0.549)"
10일 납부희망,"('요금 납부일 확인 방법', 0.574)","('가입비', 0.486)","('퀵보이스 신청 방법', 0.445)"
직접상담,"('전화 상담사 연결', 0.842)","('퀵보이스', 0.687)","('퀵보이스 이용 방법', 0.65)"
전화기를 바꾸고 인터넷 뱅킹 유심인증이 안됩니다,"('USIM 스마트인증', 0.662)","('USIM기변 방법', 0.589)","('로밍 중 USIM 변경', 0.583)"
납부가능일 20일로가능한가요,"('요금 납부일 확인 방법', 0.529)","('요금 납부일 변경 방법', 0.432)","('T All케어플러스 i200', 0.406)"
계좌번호 302 0028 30 961,"('채팅플러스 계좌 송금 서비스', 0.418)",,
미납요금은 한달치만 있는건가요?,"('미납 이용정지', 0.673)","('SKT 미납센터 연락처', 0.56)","('과납', 0.464)"
함께쓰기 그룹(모) 취소,"('친구찾기 서비스 해지 방법', 0.546)","('T우주패스 패밀리 서비스 해지 방법', 0.493)","('가족 결합 상품 해지 방법', 0.457)"
우주. 무엇인지 월이용로 천원인데 모르고 눌럿는데. 해지하려고. 합니다,"('T우주패스 해지 방법', 0.707)","('T우주패스 연간 상품 해지 방법', 0.654)","('T우주패스', 0.581)"
미납요금분활 상환이안되나요,"('휴대폰 결제 연체 가산금', 0.734)","('과납', 0.659)","('선택약정 할인제도 할인 반환금 부과 대상', 0.635)"
미납해지,"('미납 직권해지', 0.776)","('미납 이용정지', 0.612)","('SKT 미납센터 연락처', 0.594)"
미납요금을 급여 받아서 11월 22일 가능 한데요,"('SKT 미납센터 연락처', 0.592)","('해지 미환급금 조회 방법', 0.554)","('과납', 0.537)"
로밍요금 추가 결제,"('T로밍 카드 결제 수단', 0.588)","('데이터 로밍 요금', 0.571)","('로밍 통화 요금', 0.538)"
통신비 우편으로 받는 방법,"('각종업무구비서류', 0.581)","('세금계산서 신청 방법', 0.517)","('법정대리인에게 미성년자 청구금액 SMS MMS 발송', 0.498)"
11월 30일날 납부가능한가요,"('요금 납부일 확인 방법', 0.509)",,
선택약정할인제도 가입하고 싶어요,"('선택약정 할인제도 가입 조건', 0.888)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.638)","('선택약정 할인제도 가입 불가 요금제', 0.572)"
너 옆집에 구글 알아?,"('구글 Play 스토어 고객센터', 0.486)",,
포인트로 요금납부,"('B tv TV포인트', 0.785)","('B tv B포인트', 0.784)","('T멤버십 T플러스포인트 조회 방법', 0.625)"
전화통화량 리필가능한가여,"('데이터 리필하기 사용 방법', 0.764)","('데이터 리필하기 쿠폰 제공', 0.732)","('데이터 리필하기 데이터 음성 사용 기간', 0.715)"
미납 납기일을조정부탁드립니다,"('요금 납부일 확인 방법', 0.553)","('SKT 미납센터 연락처', 0.482)","('미납 이용정지', 0.48)"
로밍품질,"('T로밍 고객센터', 0.541)","('통화품질 관련', 0.541)","('T로밍 카드 고객 센터', 0.506)"
27일 납부가능해요,"('요금 납부일 확인 방법', 0.465)","('가입비', 0.42)",
유심 문의 드릴려고요,"('로밍 중 USIM 변경', 0.766)","('USIM기변 방법', 0.711)","('USIM 카드 구매 방법', 0.639)"
해외로밍요금,"('데이터 로밍 요금', 0.838)","('T로밍 카드', 0.731)","('로밍 통화 요금', 0.708)"
다시 연락드릴게요!!,"('추가 관련', 0.589)","('퀵보이스', 0.536)","('퀵보이스 이용 방법', 0.479)"
선택약정이 안되어 있습니다,"('선택약정 할인제도 가입 불가 요금제', 0.88)","('선택약정 할인제도 가입 조건', 0.692)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.46)"
이해해주셔서감사합니다,"('상담사 칭찬 방법', 0.553)","('퀵보이스', 0.55)","('행복AS', 0.473)"
10일날 납부 할수 있는데 정지 늦쳐 줄수있나요,"('분실정지 수신 기간 연장 방법', 0.417)","('정지 관련', 0.412)","('미납 이용정지', 0.409)"
괌 로밍 프로세스,"('T괌사이판 요금제 잔여량 확인', 0.621)","('T괌사이판 옵션 변경', 0.597)",
납부가능일 등록하고싶어요,"('요금 납부일 확인 방법', 0.775)","('가입상담 예약 방법', 0.581)","('휴대폰 개통일 확인 방법', 0.566)"
지금사용,"('퀵보이스 이용 방법', 0.751)","('퀵보이스', 0.748)","('휴대폰 관련', 0.651)"
요금을 너무많이 입금했는데,"('과납', 0.575)","('부가 사용 금액', 0.565)","('데이터 추가 사용 방법', 0.549)"
상담원  통화바람,"('전화 상담사 연결', 0.942)","('SK텔레콤 고객센터 운영 시간', 0.69)","('제조사 AS 센터 연락처', 0.605)"
너 데이터에 대해서 설명할수있어?,"('데이터 문의 관련', 0.924)","('통신자료제공', 0.627)","('조회 관련', 0.542)"
27일까지 미납요금 납부 가능할까요,"('SKT 미납센터 연락처', 0.659)","('미납 이용정지', 0.658)","('과납', 0.56)"
결제차단 해지,"('차단해제 관련', 0.757)","('데이터 로밍 차단 해지', 0.591)","('휴대폰결제 이용 제한 해제 방법', 0.535)"
바로6으로 바꾸고 싶어,"('band 데이터 6.5G', 0.634)","('baro 6GB', 0.573)",
선택약정할인 신청할께요 01085952675,"('선택약정 할인제도 가입 조건', 0.789)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.583)","('선택약정 할인제도 가입 불가 요금제', 0.496)"
국제전화 해제,"('국제전화 청구 주기', 0.633)","('국제전화 발신 금지', 0.615)","('국제전화 알림 Biz 레터링', 0.582)"
미국 로밍 요금제 문의,"('T로밍 카드', 0.596)","('데이터 로밍 요금', 0.52)","('T로밍 카드 종류', 0.479)"
선택약정요금 재가입 문의.,"('선택약정 할인제도 재가입 조건', 0.969)","('T멤버십 재발급 취소', 0.574)","('유선 요금안내서 재발행 방법', 0.537)"
감사합니다  그리고 저희 아이들 2명 요금도 상담가능한가요,"('다자녀 할인제도', 0.568)","('T All케어플러스2', 0.524)","('컬러링플러스2', 0.507)"
제 요금의 선택약정이 언제까지로 돼 있는지 알고 싶어요,"('선택약정 할인제도 가입 조건', 0.68)","('선택약정 할인제도 가입 불가 요금제', 0.528)","('요금약정 할인제도', 0.519)"
문자 보내기 안됨,"('휴대폰 문자 수발신 실패 조치 방법', 0.767)","('SMS 수신거부', 0.747)","('문자메시지 서비스', 0.692)"
국제전화 거부,"('국제전화 발신 금지', 0.734)","('국제전화수신거부 서비스', 0.686)","('국제전화수신거부 서비스 신청 방법', 0.492)"
t전화 초기화 어떻게해?,"('B tv 부팅 및 업데이트 불가 조치 방법', 0.684)","('알버트AI 홈 초기화 방법', 0.676)","('휴대폰 개통일 확인 방법', 0.666)"
요금제가 같은건데 저번달요금과 달라요,"('동일 신용카드 월 5회 수납 제한', 0.431)","('선택약정 할인 중복 가입 가능 상품', 0.425)",
10월에요금낸날짜,"('요금 납부일 확인 방법', 0.628)","('T 아이폰케어10', 0.529)","('New T 아이폰케어10', 0.523)"
감사합니다 좋은 하루 되세요,"('퀵보이스', 0.532)","('진행 중 이벤트', 0.487)","('퀵보이스 이용 방법', 0.476)"
정지된거풀어주세요,"('정지 해제 관련', 0.886)","('일시정지 해제 방법', 0.777)","('유선 일시정지 신청/해제 방법', 0.726)"
25일 납부 가능할까요,"('가입비', 0.461)","('요금 납부일 확인 방법', 0.407)",
미납입금계좌,"('SKT 미납센터 연락처', 0.754)","('미납 이용정지', 0.72)","('과납', 0.525)"
데이터 쿠폰 되는거에요^~^,"('B tv 쿠폰', 0.89)","('T쿠폰', 0.78)","('T쿠폰 고객센터', 0.564)"
미납요금이 많아서요,"('SKT 미납센터 연락처', 0.735)","('미납 이용정지', 0.735)","('과납', 0.653)"
국제전화를안들오게하는방법,"('국제전화 발신 금지', 0.803)","('국제전화수신거부 서비스', 0.591)","('국제전화 청구 주기', 0.447)"
자녀전화. 선택약정연장,"('번호변경안내 서비스 연장 방법', 0.776)","('연장 관련', 0.616)","('분실정지 수신 기간 연장 방법', 0.602)"
콘텐츠이용료 조회,"('콘텐츠 이용료 구매내역 확인 방법', 0.818)","('애플 콘텐츠 이용료 결제 내역 확인 방법', 0.634)","('요금 수납 내역 확인 방법', 0.633)"
파손50,"('파손3 i파손50', 0.85)","('T All케어플러스2 i파손 50', 0.737)","('T All케어플러스3 i파손50', 0.719)"
통화중 부재 설정을 어떻게 하나요,"('T_부재중안내', 0.794)",,
번호도용자차단,"('번호도용문자차단', 0.71)","('번호도용문자차단 신청 방법', 0.525)","('명의도용', 0.471)"
인터넷 접수,"('퀵보이스 신청 방법', 0.926)","('신규가입 구비서류', 0.758)","('등록 관련', 0.72)"
언제또 쿠폰이발급되나요?,"('T쿠폰', 0.413)",,
25일 납부가능합니다,"('가입비', 0.455)","('요금 납부일 확인 방법', 0.423)",
11월말일까지 납부가능합니다,"('요금 납부일 확인 방법', 0.464)",,
벨에가입됬는데 취소 해주세요,"('퀵보이스 해지 방법', 0.886)","('철회', 0.846)","('예상 해지 금액', 0.717)"
부과사용금액,"('부가 사용 금액', 0.566)","('휴대폰 결제 이용 제한 방법', 0.449)","('결제 관련', 0.445)"
나 이미 로밍 했어,"('T로밍 카드 내역 확인', 0.632)","('로밍 요금 확인 시점', 0.533)","('로밍 통화내역 열람', 0.525)"
100원  내용을? 상당원 과 상담원합니다,"('전국민 무한 100', 0.592)","('T All케어플러스 i100', 0.422)",
미납요그을 할부가능한지,"('단말기 할부금 중도 납부 방법', 0.651)","('휴대폰 결제 연체 가산금', 0.604)","('미납 이용정지', 0.603)"
문자 보내기,"('문자메시지 서비스', 0.941)","('메시지 관련', 0.864)","('MMS', 0.834)"
선택약정기간만료에 따른 연장신청,"('연장 관련', 0.694)","('번호변경안내 서비스 연장 방법', 0.686)","('법인 위임대리인 연장 신청 방법', 0.611)"
한달요금만납부해도되나요,,,
원래 납부방법 뭔지 알고싶어,"('결제 관련', 0.585)","('세금계산서 신청 방법', 0.521)","('편의점 요금 납부', 0.518)"
상담사 연결요망,"('전화 상담사 연결', 0.965)","('SK텔레콤 고객센터 운영 시간', 0.666)","('제조사 AS 센터 연락처', 0.627)"
기기 할보금 티윌드에서 납부하는법,"('baro Box 임대료', 0.448)","('OK캐쉬백 납부', 0.445)","('T wifi 렌탈 이용 요금', 0.416)"
12개월약정,"('T 아이폰케어12', 0.526)","('T로밍 데이터 12시간', 0.514)","('New T 아이폰케어12', 0.505)"
제가 동남아가는데 해외 인터넷이 차단되어 있나요?,"('해외 SMS 발신금지 서비스', 0.537)","('데이터 로밍 차단 시 통화 문자 이용', 0.513)","('데이터 로밍 차단 시 Wi-Fi 이용', 0.45)"
죽이고 싶죠?,"('퀵보이스 해지 방법', 0.47)",,
낼 까지 미납요금 입금함,"('SKT 미납센터 연락처', 0.655)","('미납 이용정지', 0.621)","('과납', 0.615)"
상당사 연결해즌세요,"('타 통신사 고객센터', 0.592)","('인터넷 TV 가입(타사)', 0.525)","('이동전화 가입 (타사)', 0.522)"
